HYBAS_ID_08,PFAF_ID,PFAF_ID_07,SUB_AREA,ele_mt_sav,DIST_SINK,Stream,axis,relief_class,delta_E_m,f_up_recomputed,split_degenerate
2080529090,22400822,2240082,989.6,23,20.0,Downstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080529100,22400823,2240082,620.4,8,20.1,Downstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080534670,22400824,2240082,514.1,19,54.1,Downstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080534680,22400825,2240082,416.6,4,54.2,Upstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080537370,22400826,2240082,2747.7,87,77.2,Upstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080537450,22400827,2240082,429.2,12,77.3,Upstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080541420,22400829,2240082,2377.1,262,107.2,Upstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080541500,22400828,2240082,1224.4,314,107.4,Upstream,topology_pfaf,low,267.1,0.7719377299988198,False
2080420200,22514091,2251409,135.4,145,758.3,Downstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080420430,22514093,2251409,436.9,148,768.1,Downstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080420500,22514092,2251409,279.6,165,768.2,Downstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080418650,22514095,2251409,411.9,165,799.1,Downstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080418750,22514094,2251409,212.2,179,799.2,Downstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080416260,22514097,2251409,203.5,175,825.9,Upstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080416320,22514096,2251409,182.6,181,826.0,Downstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080414800,22514098,2251409,287.9,194,842.3,Upstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080414720,22514099,2251409,857.7,194,842.5,Upstream,topology_pfaf,low,47.9,0.4485487249393224,False
2080375570,22545021,2254502,1073.2,142,1246.9,Downstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080363480,22544041,2254404,53.7,135,1254.7,Downstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080363320,22544043,2254404,781.0,141,1264.4,Downstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080363230,22544042,2254404,632.7,141,1264.5,Downstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080385680,22545023,2254502,1088.9,154,1303.1,Downstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080385880,22545022,2254502,554.2,180,1303.1,Downstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080362100,22544044,2254404,494.2,144,1306.9,Downstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080361980,22544045,2254404,412.8,138,1307.0,Downstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080350310,22590201,2259020,591.5,147,1322.0,Downstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080356140,22544047,2254404,412.9,154,1339.5,Upstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080356130,22544046,2254404,263.3,153,1339.5,Downstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080341080,22560601,2256060,337.4,156,1354.0,Downstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080342850,22590203,2259020,458.5,162,1360.8,Downstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080342860,22590202,2259020,563.1,159,1360.8,Downstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080351640,22544049,2254404,275.5,162,1362.2,Upstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080351590,22544048,2254404,216.4,162,1362.3,Upstream,topology_pfaf,low,20.8,0.25541284403669723,False
2080394070,22545025,2254502,647.4,188,1364.7,Upstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080394080,22545024,2254502,649.9,194,1364.7,Downstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080337600,22560603,2256060,127.2,158,1377.8,Downstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080337590,22560602,2256060,1310.9,170,1377.9,Downstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080337670,22590204,2259020,342.2,171,1391.3,Downstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080337570,22590205,2259020,674.5,173,1391.3,Downstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080334090,22560605,2256060,907.0,184,1398.2,Upstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080334040,22560604,2256060,950.4,186,1398.3,Downstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080369590,22520601,2252060,265.8,153,1398.3,Downstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080402250,22545027,2254502,322.8,200,1413.8,Upstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080402390,22545026,2254502,359.1,199,1414.0,Upstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080331590,22590206,2259020,590.5,189,1425.7,Downstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080331500,22590207,2259020,228.1,175,1425.9,Upstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080365640,22520603,2252060,394.1,154,1430.8,Downstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080365830,22520602,2252060,439.9,171,1430.8,Downstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080330500,22590208,2259020,450.4,192,1434.5,Upstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080330420,22590209,2259020,1053.1,201,1434.5,Upstream,topology_pfaf,low,49.8,0.34968395969223937,False
2080405460,22545028,2254502,250.0,205,1434.9,Upstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080405470,22545029,2254502,558.3,205,1435.1,Upstream,topology_pfaf,low,63.0,0.3883862058941095,False
2080333490,22560901,2256090,137.3,168,1437.6,Downstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080327280,22560607,2256060,6.7,166,1441.6,Upstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080327270,22560606,2256060,212.0,188,1441.6,Upstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080326680,22560609,2256060,381.7,199,1444.6,Upstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080326690,22560608,2256060,687.0,198,1444.7,Upstream,topology_pfaf,low,30.3,0.44598906570737556,False
2080360860,22520605,2252060,822.8,171,1454.5,Upstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080360850,22520604,2252060,1265.2,180,1454.5,Downstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080334320,22560903,2256090,284.2,182,1458.9,Downstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080334560,22560902,2256090,219.8,181,1458.9,Downstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080355550,22520606,2252060,687.8,180,1484.6,Upstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080355410,22520607,2252060,5.1,140,1484.7,Upstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080354860,22520609,2252060,1598.2,181,1488.0,Upstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080354850,22520608,2252060,570.7,180,1488.0,Upstream,topology_pfaf,low,26.8,0.6090650621528696,False
2080331950,22560905,2256090,615.9,201,1489.3,Upstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080331940,22560904,2256090,257.1,198,1489.3,Downstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080328150,22560907,2256090,735.7,202,1537.8,Upstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080328020,22560906,2256090,561.2,198,1538.0,Upstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080329690,22560908,2256090,206.7,204,1580.9,Upstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080329650,22560909,2256090,364.1,216,1581.0,Upstream,topology_pfaf,low,25.0,0.7343583678296866,False
2080476020,22606351,2260635,659.4,202,546.8,Downstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080469130,22606353,2260635,321.2,205,607.5,Downstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080468980,22606352,2260635,412.6,258,607.6,Downstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080468320,22606354,2260635,748.4,271,625.4,Downstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080468310,22606355,2260635,423.6,224,625.6,Upstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080465780,22606356,2260635,580.5,263,645.0,Upstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080465770,22606357,2260635,135.7,230,645.1,Upstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080464590,22606359,2260635,424.3,240,658.9,Upstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080464430,22606358,2260635,389.4,274,659.1,Upstream,topology_pfaf,low,68.8,0.4770335278747772,False
2080466960,22606401,2260640,898.4,261,795.1,Downstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080451660,22606403,2260640,503.7,326,908.9,Downstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080451650,22606402,2260640,757.0,314,909.0,Downstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080442340,22606404,2260640,281.3,313,958.4,Downstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080442220,22606405,2260640,227.9,331,958.5,Upstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080440300,22606406,2260640,228.4,307,973.3,Upstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080440230,22606407,2260640,8.3,297,973.4,Upstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080439670,22606409,2260640,248.3,309,976.9,Upstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080439660,22606408,2260640,211.9,331,976.9,Upstream,topology_pfaf,low,67.3,0.27481278973017953,False
2080538490,22720401,2272040,738.0,101,284.8,Downstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080530800,22720402,2272040,1066.2,245,329.6,Downstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080530710,22720403,2272040,417.9,171,329.7,Downstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080528260,22720405,2272040,1239.0,190,346.9,Downstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080528140,22720404,2272040,682.4,239,347.1,Downstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080519820,22720407,2272040,112.2,180,403.1,Upstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080519750,22720406,2272040,524.9,220,403.4,Downstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080517700,22720409,2272040,1882.4,235,416.3,Upstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080517600,22720408,2272040,644.6,228,416.4,Upstream,topology_pfaf,low,139.9,0.3611582462094258,False
2080557740,22732081,2273208,65.6,65,445.7,Downstream,elevation,high,932.8,0.7974659400544959,False
2080557000,22732083,2273208,208.1,96,454.1,Upstream,elevation,high,932.8,0.7974659400544959,False
2080556940,22732082,2273208,677.7,269,454.1,Downstream,elevation,high,932.8,0.7974659400544959,False
2080556070,22732085,2273208,346.4,200,477.5,Upstream,elevation,high,932.8,0.7974659400544959,False
2080555940,22732084,2273208,1479.8,527,477.5,Upstream,elevation,high,932.8,0.7974659400544959,False
2080549440,22732086,2273208,412.4,1042,540.3,Upstream,elevation,high,932.8,0.7974659400544959,False
2080549430,22732087,2273208,480.0,1105,540.5,Upstream,elevation,high,932.8,0.7974659400544959,False
2080470990,22710881,2271088,131.6,240,758.0,Downstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080469120,22710883,2271088,96.8,261,774.9,Downstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080468960,22710882,2271088,262.1,274,775.0,Downstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080468950,22710885,2271088,5.8,231,783.9,Upstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080468790,22710884,2271088,326.7,307,783.9,Downstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080469110,22710887,2271088,455.5,297,784.8,Upstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080469280,22710886,2271088,342.3,508,784.9,Upstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080467610,22710889,2271088,1295.1,730,814.4,Upstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080467920,22710888,2271088,522.8,587,814.4,Upstream,topology_pfaf,mixed,425.6,0.7623520516474249,False
2080555450,22739081,2273908,1189.6,86,1252.0,Downstream,elevation,high,631.8,0.5797697995274029,False
2080544740,22739083,2273908,688.7,74,1327.8,Upstream,elevation,high,631.8,0.5797697995274029,False
2080544870,22739082,2273908,3220.8,162,1328.0,Downstream,elevation,high,631.8,0.5797697995274029,False
2080541170,22739085,2273908,439.2,82,1372.3,Upstream,elevation,high,631.8,0.5797697995274029,False
2080541270,22739084,2273908,535.9,97,1372.4,Upstream,elevation,high,631.8,0.5797697995274029,False
2080537280,22739087,2273908,1663.4,204,1416.5,Upstream,elevation,high,631.8,0.5797697995274029,False
2080537310,22739086,2273908,684.9,233,1416.5,Upstream,elevation,high,631.8,0.5797697995274029,False
2080541560,22739088,2273908,950.0,835,1509.3,Upstream,elevation,high,631.8,0.5797697995274029,False
2080541650,22739089,2273908,1122.7,759,1509.3,Upstream,elevation,high,631.8,0.5797697995274029,False
2080510190,22764041,2276404,129.3,81,1647.4,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080503820,22765041,2276504,101.4,83,1653.2,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080508500,22764043,2276404,14.3,83,1662.7,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080508290,22764042,2276404,7872.4,145,1662.7,Upstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080508510,22764045,2276404,2088.6,354,1665.9,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080508600,22764044,2276404,779.4,108,1666.0,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080500500,22765043,2276504,266.1,89,1674.2,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080500740,22765042,2276504,1051.5,132,1674.2,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080514400,22791441,2279144,21.2,99,1677.7,Downstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080515100,22764061,2276406,377.5,89,1683.8,Downstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080512810,22791443,2279144,295.7,117,1685.6,Downstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080512820,22791442,2279144,178.9,128,1685.6,Downstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080514290,22791461,2279146,176.2,142,1690.4,Downstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080495630,22765044,2276504,2044.3,214,1703.2,Upstream,topology_pfaf,low,137.2,0.372367941712204,False
2080495620,22765045,2276504,165.2,101,1703.4,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080508420,22791445,2279144,228.3,120,1709.5,Upstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080508430,22791444,2279144,940.7,159,1709.7,Downstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080518340,22791463,2279146,482.0,157,1713.8,Downstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080518070,22791462,2279146,752.1,175,1713.8,Downstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080516710,22764062,2276406,758.7,192,1716.2,Downstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080516450,22764063,2276406,716.4,141,1716.3,Downstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080523720,22780501,2278050,65.8,134,1730.2,Downstream,elevation,high,635.7,0.5124161432784732,False
2080492440,22765046,2276504,556.1,203,1731.5,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080492300,22765047,2276504,105.7,121,1731.8,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080504090,22791447,2279144,147.7,146,1735.1,Upstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080504100,22791446,2279144,598.7,216,1735.1,Upstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080523910,22780503,2278050,954.4,188,1740.5,Downstream,elevation,high,635.7,0.5124161432784732,False
2080523990,22780502,2278050,630.9,278,1740.6,Downstream,elevation,high,635.7,0.5124161432784732,False
2080577490,22740291,2274029,1109.6,969,1741.7,Downstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080489960,22765049,2276504,849.7,291,1743.4,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080489950,22765048,2276504,350.0,201,1743.6,Downstream,topology_pfaf,low,137.2,0.372367941712204,False
2080504260,22791448,2279144,128.2,273,1746.1,Upstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080504470,22791449,2279144,589.1,284,1746.2,Upstream,topology_pfaf,low,161.4,0.5408342656225028,False
2080522540,22791465,2279146,465.4,161,1758.4,Downstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080522670,22791464,2279146,606.2,210,1758.4,Downstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080513510,22764065,2276406,236.9,283,1759.5,Upstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080513340,22764064,2276406,567.0,294,1759.5,Downstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080522400,22791467,2279146,130.2,192,1781.7,Upstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080522120,22791466,2279146,127.5,168,1781.7,Downstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080513970,22791491,2279149,20.9,101,1785.0,Downstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080522510,22791468,2279146,329.4,179,1786.6,Upstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080522380,22791469,2279146,179.6,178,1786.7,Upstream,topology_pfaf,low,53.7,0.1967616819553038,False
2080515640,22764067,2276406,344.1,475,1787.3,Upstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080515540,22764066,2276406,304.4,432,1787.3,Upstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080514160,22791492,2279149,245.0,173,1789.9,Downstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080514380,22791493,2279149,26.7,101,1790.0,Downstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080514500,22791495,2279149,627.6,163,1795.4,Upstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080514600,22791494,2279149,309.2,144,1795.4,Downstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080517140,22764068,2276406,264.3,765,1800.2,Upstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080517370,22764069,2276406,456.3,540,1800.3,Upstream,topology_pfaf,mixed,429.5,0.39894674085850557,False
2080533470,22762501,2276250,190.5,341,1801.3,Downstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080521690,22780505,2278050,151.7,261,1802.1,Downstream,elevation,high,635.7,0.5124161432784732,False
2080521440,22780504,2278050,568.6,285,1802.1,Downstream,elevation,high,635.7,0.5124161432784732,False
2080516100,22791497,2279149,20.8,107,1812.7,Upstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080516240,22791496,2279149,221.4,138,1812.9,Upstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080585370,22740292,2274029,243.5,1135,1813.0,Downstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080585400,22740293,2274029,148.7,838,1813.2,Downstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080532840,22762502,2276250,407.0,771,1816.2,Downstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080532580,22762503,2276250,583.9,507,1816.3,Downstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080516840,22791499,2279149,1657.1,193,1818.0,Upstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080516960,22791498,2279149,234.5,158,1818.1,Upstream,topology_pfaf,low,50.0,0.8210632730732637,False
2080521950,22780507,2278050,1720.4,698,1820.8,Upstream,elevation,high,635.7,0.5124161432784732,False
2080522110,22780506,2278050,819.3,455,1820.8,Downstream,elevation,high,635.7,0.5124161432784732,False
2080509940,22764047,2276404,25.5,623,1824.8,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080510090,22764046,2276404,251.1,1133,1824.8,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080486470,22791601,2279160,474.0,205,1824.9,Downstream,topology_pfaf,low,219.1,0.6935762708572095,False
2080586970,22740294,2274029,347.3,1119,1829.3,Downstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080587060,22740295,2274029,182.3,956,1829.6,Upstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080531320,22762505,2276250,396.1,460,1831.1,Upstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080531440,22762504,2276250,352.8,1020,1831.2,Downstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080511030,22764048,2276404,261.4,717,1831.6,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080511140,22764049,2276404,219.4,1014,1831.8,Downstream,topology_pfaf,low,204.2,0.6762416891439174,False
2080486460,22791801,2279180,59.8,143,1833.4,Downstream,topology_pfaf,mixed,582.2,0.3646942039375724,False
2080481530,22766041,2276604,485.4,237,1837.4,Downstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080485160,22791802,2279180,226.4,169,1843.3,Downstream,topology_pfaf,mixed,582.2,0.3646942039375724,False
2080485020,22791803,2279180,10.7,162,1843.4,Downstream,topology_pfaf,mixed,582.2,0.3646942039375724,False
2080588020,22740296,2274029,196.9,1165,1845.5,Upstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080588070,22740297,2274029,547.7,1261,1845.6,Upstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080484220,22791804,2279180,329.9,297,1846.8,Downstream,topology_pfaf,mixed,582.2,0.3646942039375724,False
2080484140,22791805,2279180,2027.2,387,1847.0,Downstream,topology_pfaf,mixed,582.2,0.3646942039375724,False
2080529580,22762506,2276250,1299.1,857,1853.1,Upstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080529470,22762507,2276250,70.2,302,1853.3,Upstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080528920,22762508,2276250,557.8,709,1861.7,Upstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080528820,22762509,2276250,340.8,560,1861.9,Upstream,topology_pfaf,mixed,463.8,0.6345576675718165,False
2080475770,22766042,2276604,1745.7,327,1867.3,Downstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080475760,22766043,2276604,1176.0,274,1867.4,Downstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080479660,22791603,2279160,112.2,420,1868.5,Downstream,topology_pfaf,low,219.1,0.6935762708572095,False
2080479440,22791602,2279160,430.5,354,1868.6,Downstream,topology_pfaf,low,219.1,0.6935762708572095,False
2080590520,22740298,2274029,167.3,1481,1872.2,Upstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080590530,22740299,2274029,637.0,1483,1872.4,Upstream,topology_pfaf,mixed,525.6,0.4835348993101137,False
2080479940,22791605,2279160,2561.2,284,1872.8,Upstream,topology_pfaf,low,219.1,0.6935762708572095,False
2080479670,22791604,2279160,560.8,427,1872.8,Downstream,topology_pfaf,low,219.1,0.6935762708572095,False
2080473540,22766045,2276604,146.6,225,1907.4,Upstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080473620,22766044,2276604,1380.3,411,1907.6,Downstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080483540,22792051,2279205,1623.1,301,1912.3,Downstream,topology_pfaf,low,237.9,0.3439301175807567,False
2080470320,22766047,2276604,85.8,262,1922.7,Upstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080470310,22766046,2276604,302.0,384,1922.7,Upstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080469080,22768041,2276804,100.1,134,1929.5,Downstream,topology_pfaf,mixed,367.6,0.827467786796844,False
2080468610,22766048,2276604,395.7,560,1931.2,Upstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080468620,22766049,2276604,874.4,595,1931.3,Upstream,topology_pfaf,mixed,323.7,0.27374505074409505,False
2080489610,22794021,2279402,1.1,114,1932.0,Downstream,topology_pfaf,mixed,545.8,0.6209242636174749,False
2080489410,22794023,2279402,1282.7,157,1933.3,Downstream,topology_pfaf,mixed,545.8,0.6209242636174749,False
2080489600,22794022,2279402,4572.3,190,1933.3,Upstream,topology_pfaf,mixed,545.8,0.6209242636174749,False
2080516700,22780509,2278050,670.2,669,1933.6,Upstream,elevation,high,635.7,0.5124161432784732,False
2080516570,22780508,2278050,962.6,1026,1933.8,Upstream,elevation,high,635.7,0.5124161432784732,False
