HYBAS_ID_08,NEXT_DOWN,PFAF_ID,PFAF_ID_07,SUB_AREA,ele_mt_sav,DIST_SINK
3080717350,3080721580,31299748,3129974,341.8,2331,5259.5
3080002000,0,31320101,3132010,707.6,11,0.0
3080217650,3080002000,31320102,3132010,222.0,24,73.1
3080217660,3080002000,31320103,3132010,109.5,8,73.2
3080220370,3080217660,31320104,3132010,4861.2,26,83.7
3080220440,3080217660,31320105,3132010,266.5,22,83.8
3080222090,3080220440,31320106,3132010,159.0,11,90.5
3080222220,3080220440,31320107,3132010,182.6,16,90.7
3080224380,3080222220,31320108,3132010,182.2,14,101.2
3080224500,3080222220,31320109,3132010,253.2,13,101.3
3080220890,3080216990,32221201,3222120,60.4,214,791.7
3080219000,3080220890,32221202,3222120,1644.0,443,804.0
3080218850,3080220890,32221203,3222120,91.1,248,804.2
3080217230,3080218850,32221204,3222120,688.8,387,812.9
3080217100,3080218850,32221205,3222120,6.4,116,813.1
3080216460,3080217100,32221207,3222120,439.8,280,815.6
3080216340,3080217100,32221206,3222120,700.6,303,815.7
3080213820,3080216460,32221208,3222120,2886.3,362,853.0
3080213660,3080216460,32221209,3222120,2214.4,332,853.2
3080274280,3080273790,32227081,3222708,657.9,403,1562.9
3080283790,3080274280,32227083,3222708,2564.6,426,1595.0
3080283780,3080274280,32227082,3222708,3441.9,447,1595.1
3080257160,3080259300,32228211,3222821,837.4,430,1643.3
3080291650,3080283790,32227085,3222708,1669.8,436,1674.5
3080291770,3080283790,32227084,3222708,828.0,576,1674.7
3080250460,3080257160,32228212,3222821,713.2,551,1679.0
3080250450,3080257160,32228213,3222821,894.4,461,1679.0
3080244300,3080250450,32228215,3222821,54.5,360,1720.7
3080244090,3080250450,32228214,3222821,364.5,523,1720.9
3080243620,3080244300,32228217,3222821,455.0,464,1728.7
3080243750,3080244300,32228216,3222821,246.9,546,1728.9
3080301160,3080291650,32227086,3222708,940.0,570,1740.6
3080301170,3080291650,32227087,3222708,664.5,396,1740.7
3080239030,3080243620,32228219,3222821,211.8,435,1750.0
3080238920,3080243620,32228218,3222821,265.6,560,1750.3
3080302780,3080301170,32227089,3222708,2657.9,405,1763.2
3080302610,3080301170,32227088,3222708,898.5,386,1763.5
3080453470,3080460530,32258031,3225803,121.0,339,1816.2
3080483880,3080482680,32271001,3227100,494.2,173,1817.4
3080451410,3080453470,32258032,3225803,338.6,426,1833.0
3080451300,3080453470,32258033,3225803,34.1,305,1833.2
3080450480,3080451300,32258035,3225803,775.8,401,1841.5
3080450470,3080451300,32258034,3225803,904.0,486,1841.5
3080481620,3080483880,32271003,3227100,289.6,159,1846.8
3080481420,3080483880,32271002,3227100,1892.3,336,1846.9
3080482870,3080481620,32271005,3227100,81.3,120,1864.4
3080482700,3080481620,32271004,3227100,463.3,241,1864.5
3080447130,3080450480,32258037,3225803,258.6,381,1866.6
