HYBAS_ID_08,PFAF_ID_07,s_T300,s_T400,s_T500,s_T600,s_T700,s_T800,s_ELEVDEF,s_AREA50
7080393380,7253080,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080393210,7253080,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080360540,7252020,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080360760,7252020,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080394280,7253090,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080394290,7253090,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080398230,7253042,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080398220,7253042,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080391250,7253020,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080391320,7253020,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080399970,7253061,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080399700,7253061,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080388710,7253080,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080400270,7253061,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080389000,7253080,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080400390,7253061,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
7080352410,7252030,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080352280,7252030,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080352290,7252030,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080352150,7252030,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080400780,7253090,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080400900,7253090,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080385940,7253080,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080385930,7253080,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080401250,7253090,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080401260,7253090,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080360410,7252020,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080360260,7252020,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080394790,7253042,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080394950,7253042,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080402010,7253090,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080402160,7253090,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080402430,7255101,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080345970,7252030,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080345870,7252030,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080344980,7252030,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080344860,7252030,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080412190,7253061,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
7080412310,7253061,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080379190,7253080,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080379080,7253080,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080414720,7253061,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080414710,7253061,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080363300,7252020,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080363230,7252020,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080417310,7253063,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080417320,7253062,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080338280,7252070,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080407170,7255101,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080407260,7255101,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080419150,7253063,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080419140,7253063,Upstream,Upstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080357260,7252020,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080422060,7253063,Upstream,Upstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080357160,7252020,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080422050,7253063,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080409170,7255101,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080409060,7255101,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080412520,7253062,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080412600,7253062,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080423510,7253063,Upstream,Upstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080423500,7253063,Upstream,Upstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080424120,7253063,Upstream,Upstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080424220,7253063,Upstream,Upstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080410480,7255101,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080410280,7255101,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080425830,7253066,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080337260,7252070,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080336970,7252070,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080411710,7255101,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080411800,7255101,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080395320,7254104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080412590,7255104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080338710,7252070,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080338560,7252070,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080413210,7255104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080412990,7255104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080338050,7252070,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080337990,7252070,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080415740,7253062,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080415870,7253062,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080337250,7252070,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080337110,7252070,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080389860,7254104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080389710,7254104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080434230,7253069,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080397100,7254108,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080414870,7253062,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080414730,7253062,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080417710,7255104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080417860,7255104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080385130,7254104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080385310,7254104,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080430860,7253066,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080430700,7253066,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080382670,7254104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080382560,7254104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080441460,7253069,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080441570,7253069,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080432180,7253066,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080432300,7253066,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080400670,7254108,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080400770,7254108,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080412210,7253062,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080412340,7253062,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080401030,7254108,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080401140,7254108,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080433590,7253066,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080433770,7253066,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080444450,7253069,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080444230,7253069,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080434030,7253066,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080434040,7253066,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080400760,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080421580,7255106,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080401020,7254500,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080401010,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080374490,7254104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080374500,7254104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080405440,7254108,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080405180,7254108,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080423730,7255106,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080423740,7255106,Upstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080451880,7253069,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080451980,7253069,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080452790,7253069,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080452860,7253069,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080412880,7254108,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080412980,7254108,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080398770,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080398920,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080399560,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080399550,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080400370,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080400530,7254500,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080400520,7254710,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080400660,7254600,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080434900,7255104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080434890,7255104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080434140,7255201,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080431600,7255106,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080431760,7255106,Upstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080398570,7254710,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080398650,7254710,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080432080,7255106,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080432170,7255106,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080437640,7255104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080437760,7255104,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080434590,7255201,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080434690,7255201,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080437930,7255302,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080395150,7254710,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080395160,7254710,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080405790,7254600,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080405550,7254600,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080438970,7255304,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080439770,7255510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080434980,7255201,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080434880,7255201,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080440980,7255510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080441070,7255510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080434780,7255106,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080434600,7255106,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080441770,7255302,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080441640,7255302,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080444420,7255304,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080444430,7255304,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080388700,7254720,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080443240,7255510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080443330,7255510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080446360,7255304,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080446430,7255304,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080387450,7254740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080387270,7254740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080387140,7254740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080448360,7255304,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080448010,7255304,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080445870,7255510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080445970,7255510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080437630,7255201,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080437520,7255201,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080451170,7255304,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080451230,7255304,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080435570,7255201,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080435560,7255201,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080381190,7254720,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080381200,7254720,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080382050,7254740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080382180,7254740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080386900,7254760,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080404120,7254600,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080404330,7254600,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080450290,7255510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080450040,7255510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080387910,7254760,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080387830,7254760,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080450950,7255520,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080442840,7255302,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080442950,7255302,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080460610,7255402,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080374320,7254740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080374310,7254740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080374380,7254740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080374440,7254740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080369760,7254720,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080369660,7254720,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080399050,7254600,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080399270,7254600,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080369300,7254720,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080369550,7254720,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080460380,7255402,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
7080460470,7255402,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080450050,7255302,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080450300,7255302,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080460780,7255402,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080460870,7255402,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
7080460480,7255402,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080460620,7255402,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080430350,7255207,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080463340,7255520,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080463460,7255520,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080465450,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080449960,7255302,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080449900,7255302,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080466950,7255406,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080464990,7255520,Downstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080464980,7255520,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080466940,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080458730,7255402,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080458670,7255402,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080399250,7254600,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080385220,7254760,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080385290,7254760,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080399140,7254600,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080466090,7255520,Downstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
7080466220,7255520,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080358100,7254720,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080358110,7254720,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080383970,7254760,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080383680,7254760,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080384140,7254760,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080384250,7254760,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080472470,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080472480,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080472620,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080472370,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080471330,7255520,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
7080471320,7255520,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080453370,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080453430,7255550,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080453720,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080453800,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080478360,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080478490,7255406,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080454320,7255540,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080454430,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080425950,7255207,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080425820,7255207,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080464060,7255550,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080464120,7255550,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080425640,7255207,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080425480,7255207,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
7080468040,7255550,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080468030,7255550,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
7080467030,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080467260,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080428280,7255207,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080428050,7255207,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080470240,7255550,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080470300,7255550,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
7080356140,7254780,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080465910,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080465820,7255540,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080354130,7254800,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080353950,7254800,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080354120,7254800,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080428460,7255207,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080428630,7255207,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080472160,7255550,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080472180,7255550,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
7080358810,7254780,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080358620,7254780,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080474840,7255560,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
7080360710,7254780,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
