HYBAS_ID_08,PFAF_ID_07,s_T300,s_T400,s_T500,s_T600,s_T700,s_T800,s_ELEVDEF,s_AREA50
3080002000,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080217650,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080217660,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080220370,3132010,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080220440,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080222090,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080222220,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080224380,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080224500,3132010,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080220890,3222120,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080219000,3222120,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080218850,3222120,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080217230,3222120,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080217100,3222120,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080216460,3222120,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080216340,3222120,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080213820,3222120,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080213660,3222120,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080274280,3222708,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080283790,3222708,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080283780,3222708,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080257160,3222821,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080291650,3222708,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080291770,3222708,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080250460,3222821,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080250450,3222821,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080244300,3222821,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080244090,3222821,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080243620,3222821,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080243750,3222821,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080301160,3222708,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080301170,3222708,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080239030,3222821,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080238920,3222821,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080302780,3222708,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080302610,3222708,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080453470,3225803,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080483880,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080451410,3225803,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080451300,3225803,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080450480,3225803,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080450470,3225803,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080481620,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080481420,3227100,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080482870,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080482700,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080447130,3225803,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080446970,3225803,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080483750,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080483890,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080483580,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080483380,3227100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080446700,3225803,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080446980,3225803,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080541110,3227245,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080546940,3227245,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080547070,3227245,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080548440,3227245,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080548430,3227245,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080548280,3227245,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080548420,3227245,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080551240,3227245,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080551050,3227245,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080624900,3226650,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080624910,3226650,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080625070,3226650,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080628430,3226650,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080628520,3226650,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080630350,3226650,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080630450,3226650,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080642780,3226740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080643050,3226740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080643180,3226740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080641580,3226740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080641830,3226740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080638020,3226740,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080637850,3226740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080632900,3226740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080632910,3226740,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080568390,3227425,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080458220,3222987,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080460920,3222987,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080461040,3222987,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080466710,3222987,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080466860,3222987,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080582710,3227425,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080582800,3227425,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080586750,3227425,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080586850,3227425,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080477160,3222987,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080477150,3222987,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080588140,3227425,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080587970,3227425,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080481490,3222987,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080481670,3222987,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080590480,3227425,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080590620,3227425,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080606020,3227517,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080608830,3227517,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080608820,3227517,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080611730,3227517,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080611720,3227517,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080612550,3227517,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080612630,3227517,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080618670,3227517,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080618740,3227517,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080641980,3226848,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080646350,3226848,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080646360,3226848,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080647320,3226848,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080647400,3226848,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080648330,3226848,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080648340,3226848,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080648200,3226848,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080647980,3226848,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080650550,3227584,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080651960,3227584,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080652030,3227584,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080652020,3227584,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080652160,3227584,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080652150,3227584,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080652010,3227584,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080652460,3227584,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080652570,3227584,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080624730,3227640,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080625160,3227640,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080625170,3227640,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080614240,3227661,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080624550,3227640,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080624410,3227640,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Upstream,Downstream
3080614250,3227661,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080614090,3227661,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080614340,3227661,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080614100,3227661,Downstream,Downstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080622480,3227640,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080622340,3227640,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Upstream,Downstream
3080613840,3227661,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080613950,3227661,Downstream,Downstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080621980,3227640,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080621890,3227640,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080608710,3227661,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080608620,3227661,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080680250,3227850,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080678810,3227850,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080678820,3227850,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080548610,3227680,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080548460,3227690,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080677930,3227850,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080677880,3227850,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080676580,3227850,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080676460,3227850,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080548470,3227680,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080548620,3227680,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080541140,3227690,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080540940,3227690,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080552790,3227680,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080552970,3227680,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080673750,3227850,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080673590,3227850,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080553660,3227680,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080553520,3227680,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080540320,3227690,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080540160,3227690,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080541280,3227690,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080541540,3227690,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080563630,3227680,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080563640,3227680,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080538370,3227690,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080538490,3227690,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080406650,3425603,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080409040,3425603,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080409240,3425603,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080414010,3425603,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080414130,3425603,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080415550,3425603,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Upstream
3080415720,3425603,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080421510,3425603,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080421520,3425603,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080411570,3427100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080410800,3424510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080410790,3424510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080411060,3424510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080412210,3427100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080412020,3427100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080414930,3424510,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080415110,3424510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080412750,3427100,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080413090,3427100,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080414250,3427100,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080413990,3427100,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080418540,3427100,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080418650,3427100,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080427800,3424510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080427550,3424510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080435390,3424510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080435080,3424510,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080423340,3427401,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080424610,3427401,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080424700,3427401,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080421220,3427401,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080421230,3427401,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080417140,3427401,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080416770,3427401,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080419690,3427401,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080419680,3427401,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080464610,3424911,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080461560,3424911,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080461350,3424911,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080458830,3424911,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080459090,3424911,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080457270,3424911,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080457120,3424911,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080456560,3424911,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080456700,3424911,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080503210,3429350,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080501620,3429350,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080501630,3429350,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080521320,3424890,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080494540,3428610,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080523750,3424890,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080523430,3424890,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080499220,3429350,Downstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080499400,3429350,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080499610,3428610,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080499620,3428610,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080494210,3429350,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080494010,3429350,Downstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream,Downstream
3080530270,3424890,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080530360,3424890,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080509100,3428610,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080509110,3428610,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080510590,3428610,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080510360,3428610,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080511340,3428610,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080511440,3428610,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080502380,3429350,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080502590,3429350,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080540500,3424890,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080540580,3424890,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080542190,3424890,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080541860,3424890,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080555250,3429506,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080559650,3429506,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080559760,3429506,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080561440,3429506,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080561670,3429506,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080561100,3429506,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080561190,3429506,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080558440,3429506,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080558620,3429506,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080548020,3428920,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080555870,3428920,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080555880,3428920,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080556870,3428920,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080556970,3428920,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080559470,3428920,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Downstream
3080559590,3428920,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080564080,3428920,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080564180,3428920,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080581920,3428970,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080595840,3428970,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080595730,3428970,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080598240,3428970,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Upstream,Downstream
3080598350,3428970,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080602040,3428970,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080602170,3428970,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080603550,3428970,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080603610,3428970,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080162220,3512441,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080162600,3512441,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080162610,3512441,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080171060,3512441,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080171120,3512441,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080175790,3512441,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080175800,3512441,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080177000,3512441,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080177110,3512441,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080267360,3514923,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080262030,3514923,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080262040,3514923,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080258520,3514923,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080258530,3514923,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream,Downstream
3080254910,3514923,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
3080254780,3514923,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream,Upstream
