PFAF_ID_07,n_children,delta_E_m,axis,relief_class,f_up_area,multi_outlet,split_degenerate
7836001,9,424.5,topology_pfaf,mixed,0.291,False,False
7838040,9,487.7,topology_pfaf,mixed,0.387,False,False
7838060,9,344.4,topology_pfaf,mixed,0.443,False,False
7839050,9,602.3,elevation,high,0.208,True,False
7114010,9,138.7,topology_pfaf,low,0.513,False,False
7118118,9,47.9,topology_pfaf,low,0.269,False,False
7118220,9,59.0,topology_pfaf,low,0.422,False,False
7118520,9,100.1,topology_pfaf,low,0.558,False,False
7118263,7,47.1,topology_pfaf,low,0.57,False,False
7118560,9,92.9,topology_pfaf,low,0.592,False,False
7118269,9,74.2,topology_pfaf,low,0.587,False,False
7118700,9,21.2,topology_pfaf,low,0.549,False,False
7118602,9,89.1,topology_pfaf,low,0.738,False,False
7118609,9,138.2,topology_pfaf,low,0.352,False,False
7118608,9,72.6,topology_pfaf,low,0.378,False,False
7118970,9,64.8,topology_pfaf,low,0.36,False,False
7118290,9,78.9,topology_pfaf,low,0.395,False,False
7119008,9,87.4,topology_pfaf,low,0.663,False,False
7121106,9,83.7,topology_pfaf,low,0.785,False,False
7121107,9,43.2,topology_pfaf,low,0.57,False,False
7121202,9,74.7,topology_pfaf,low,0.304,False,False
7121704,9,54.2,topology_pfaf,low,0.505,False,False
7122360,9,37.6,topology_pfaf,low,0.364,False,False
7122390,9,73.4,topology_pfaf,low,0.388,False,False
7122230,9,13.0,topology_pfaf,low,0.395,False,False
7122416,9,61.6,topology_pfaf,low,0.464,False,False
7122616,9,115.1,topology_pfaf,low,0.582,False,False
7122421,9,35.4,topology_pfaf,low,0.382,False,False
7122620,9,95.8,topology_pfaf,low,0.349,False,False
7122654,7,144.4,topology_pfaf,low,0.627,False,False
7122422,9,43.1,topology_pfaf,low,0.422,False,False
7122423,9,39.3,topology_pfaf,low,0.81,False,False
7122659,9,67.7,topology_pfaf,low,0.513,False,False
7122260,9,121.8,topology_pfaf,low,0.552,False,False
7122424,9,22.5,topology_pfaf,low,0.527,False,False
7122674,7,127.6,topology_pfaf,low,0.405,False,False
7122676,9,165.9,topology_pfaf,low,0.393,False,False
7122664,9,72.1,topology_pfaf,low,0.903,False,False
7122820,9,113.9,topology_pfaf,low,0.416,False,False
7122296,9,174.9,topology_pfaf,low,0.648,False,False
7122920,9,223.1,topology_pfaf,low,0.459,False,False
7122289,9,142.4,topology_pfaf,low,0.67,False,False
7122440,9,59.9,topology_pfaf,low,0.521,False,False
7122692,9,98.7,topology_pfaf,low,0.814,False,False
7122470,5,29.5,topology_dist,low,1.0,False,True
7122460,9,60.4,topology_pfaf,low,0.711,False,False
7122682,9,113.8,topology_pfaf,low,0.437,False,False
7122482,9,84.5,topology_pfaf,low,0.526,False,False
7122429,9,65.1,topology_pfaf,low,0.695,False,False
7122428,9,44.7,topology_pfaf,low,0.634,False,False
7122684,9,33.5,topology_pfaf,low,0.502,False,False
7122960,9,123.7,topology_pfaf,low,0.52,False,False
7122853,9,63.0,topology_pfaf,low,0.524,False,False
7122843,9,107.5,topology_pfaf,low,0.35,False,False
7122697,9,39.4,topology_pfaf,low,0.692,False,False
7122499,9,89.6,topology_pfaf,low,0.494,False,False
7122498,9,81.6,topology_pfaf,low,0.753,False,False
7122848,9,69.6,topology_pfaf,low,0.8,False,False
7122849,9,80.0,topology_pfaf,low,0.657,False,False
7125060,9,218.1,topology_pfaf,low,0.436,False,False
7122880,9,66.7,topology_pfaf,low,0.364,False,False
7124404,9,23.3,topology_pfaf,low,0.615,False,False
7122894,9,71.6,topology_pfaf,low,0.574,False,False
7122996,9,78.9,topology_pfaf,low,0.541,False,False
7122999,9,36.0,topology_pfaf,low,0.477,False,False
7124706,9,63.7,topology_pfaf,low,0.606,False,False
7124800,9,1007.7,elevation,high,0.693,False,False
7124904,9,1161.4,elevation,high,0.538,False,False
7128004,9,584.3,topology_pfaf,mixed,0.447,False,False
7128006,9,734.8,elevation,high,0.479,False,False
7128009,9,561.1,topology_pfaf,mixed,0.519,False,False
7126060,9,62.7,topology_pfaf,low,0.733,False,False
7126090,9,1075.5,elevation,high,0.648,False,False
7124909,9,384.3,topology_pfaf,mixed,0.457,False,False
7129006,9,861.4,elevation,high,0.58,False,False
7129009,9,788.9,elevation,high,0.556,False,False
7132700,9,37.8,topology_pfaf,low,0.568,False,False
7132604,9,70.6,topology_pfaf,low,0.704,False,False
7134904,9,44.4,topology_pfaf,low,0.49,False,False
7135250,9,29.2,topology_pfaf,low,0.589,False,False
7135240,9,29.3,topology_pfaf,low,0.497,False,False
7135267,9,57.8,topology_pfaf,low,0.237,False,False
7135297,9,104.9,topology_pfaf,low,0.21,False,False
7135655,9,50.5,topology_pfaf,low,0.414,False,False
7135660,9,61.8,topology_pfaf,low,0.519,False,False
7135670,9,48.9,topology_pfaf,low,0.278,False,False
7136650,9,52.8,topology_pfaf,low,0.491,False,False
7136660,9,174.4,topology_pfaf,low,0.534,False,False
7136680,9,183.8,topology_pfaf,low,0.657,False,False
7136910,9,110.9,topology_pfaf,low,0.505,False,False
7136692,9,151.4,topology_pfaf,low,0.327,False,False
7136805,9,76.1,topology_pfaf,low,0.453,False,False
7136806,9,52.1,topology_pfaf,low,0.486,False,False
7136980,9,19.0,topology_pfaf,low,0.593,False,False
7138106,9,203.7,topology_pfaf,low,0.646,False,False
7138108,9,78.8,topology_pfaf,low,0.372,False,False
7138300,5,29.4,topology_dist,low,1.0,False,True
7138401,9,45.3,topology_pfaf,low,0.344,False,False
7138600,9,176.5,topology_pfaf,low,0.386,False,False
7138801,9,49.2,topology_pfaf,low,0.586,False,False
7138409,9,105.5,topology_pfaf,low,0.579,False,False
7138207,9,28.3,topology_pfaf,low,0.53,False,False
7211066,9,35.1,topology_pfaf,low,0.56,False,False
7211069,9,25.1,topology_pfaf,low,0.458,False,False
7212050,9,31.6,topology_pfaf,low,0.176,False,False
7212070,9,78.9,topology_pfaf,low,0.481,False,False
7214050,9,53.4,topology_pfaf,low,0.51,False,False
7215002,9,147.0,topology_pfaf,low,0.773,False,False
7218066,9,84.1,topology_pfaf,low,0.244,False,False
7219220,9,143.4,topology_pfaf,low,0.623,False,False
7219403,9,143.8,topology_pfaf,low,0.586,False,False
7224080,9,34.4,topology_pfaf,low,0.604,False,False
7231609,9,209.3,topology_pfaf,low,0.642,False,False
7234016,9,64.8,topology_pfaf,low,0.463,False,False
7234044,9,62.2,topology_pfaf,low,0.536,False,False
7235054,9,202.7,topology_pfaf,low,0.452,False,False
7235060,9,52.9,topology_pfaf,low,0.399,False,False
7236009,9,112.2,topology_pfaf,low,0.575,False,False
7239080,9,231.7,topology_pfaf,low,0.3,False,False
7240810,9,309.1,topology_pfaf,mixed,0.596,False,False
7240830,9,326.4,topology_pfaf,mixed,0.457,False,False
7240820,9,489.6,topology_pfaf,mixed,0.205,False,False
7240841,9,232.9,topology_pfaf,low,0.398,False,False
7240870,9,235.5,topology_pfaf,low,0.278,False,False
7240864,9,222.6,topology_pfaf,low,0.497,False,False
7240869,9,101.5,topology_pfaf,low,0.479,False,False
7240893,9,141.2,topology_pfaf,low,0.331,False,False
7240900,9,488.4,topology_pfaf,mixed,0.241,True,False
7251003,9,466.6,topology_pfaf,mixed,0.453,False,False
7251002,9,272.0,topology_pfaf,low,0.626,False,False
7251004,9,500.4,topology_pfaf,mixed,0.663,False,False
7251006,9,329.2,topology_pfaf,mixed,0.615,False,False
7253030,9,261.3,topology_pfaf,low,0.808,False,False
7253020,9,193.4,topology_pfaf,low,0.497,False,False
7253042,9,143.2,topology_pfaf,low,0.878,False,False
7253061,9,163.8,topology_pfaf,low,0.313,False,False
7252020,9,87.2,topology_pfaf,low,0.795,False,False
7252030,9,86.9,topology_pfaf,low,0.688,False,False
7253080,9,387.1,topology_pfaf,mixed,0.607,False,False
7253090,9,140.3,topology_pfaf,low,0.814,False,False
7255101,9,188.2,topology_pfaf,low,0.53,False,False
7253063,9,461.8,topology_pfaf,mixed,0.47,False,False
7253062,9,327.2,topology_pfaf,mixed,0.505,False,False
7252070,9,139.0,topology_pfaf,low,0.422,False,False
7253066,9,159.6,topology_pfaf,low,0.484,False,False
7254104,9,159.8,topology_pfaf,low,0.76,False,False
7255104,9,483.7,topology_pfaf,mixed,0.577,False,False
7253069,9,165.7,topology_pfaf,low,0.573,False,False
7254108,9,19.2,topology_pfaf,low,0.697,False,False
7254500,9,63.4,topology_pfaf,low,0.709,False,False
7255106,9,368.8,topology_pfaf,mixed,0.405,False,False
7254710,5,115.0,topology_dist,low,1.0,False,True
7254600,9,201.7,topology_pfaf,low,0.378,False,False
7255201,9,64.9,topology_pfaf,low,0.385,False,False
7255302,9,479.3,topology_pfaf,mixed,0.531,False,False
7255304,9,221.7,topology_pfaf,low,0.588,False,False
7255510,9,14.5,topology_pfaf,low,0.712,False,False
7254720,9,117.0,topology_pfaf,low,0.491,False,False
7254740,9,135.5,topology_pfaf,low,0.753,False,False
7254760,9,232.7,topology_pfaf,low,0.512,False,False
7255520,9,343.7,topology_pfaf,mixed,0.745,False,False
7255402,9,193.6,topology_pfaf,low,0.35,False,False
7255207,9,72.1,topology_pfaf,low,0.471,False,False
7255406,9,179.3,topology_pfaf,low,0.498,False,False
7255540,9,60.4,topology_pfaf,low,0.803,False,False
7255550,9,208.0,topology_pfaf,low,0.453,False,False
7254780,9,60.1,topology_pfaf,low,0.526,False,False
7254800,9,58.9,topology_pfaf,low,0.523,False,False
7255560,9,235.1,topology_pfaf,low,0.526,False,False
7254920,9,72.4,topology_pfaf,low,0.687,False,False
7255573,9,38.0,topology_pfaf,low,0.541,False,False
7254950,9,37.4,topology_pfaf,low,0.589,False,False
7254960,9,17.0,topology_pfaf,low,0.515,False,False
7255575,9,64.7,topology_pfaf,low,0.508,False,False
7255590,9,26.0,topology_pfaf,low,0.433,False,False
7255580,9,100.4,topology_pfaf,low,0.314,False,False
7255602,5,83.0,topology_dist,low,1.0,False,True
7255740,9,171.0,topology_pfaf,low,0.254,False,False
7255760,9,48.0,topology_pfaf,low,0.8,False,False
7255604,9,37.3,topology_pfaf,low,0.85,False,False
7255777,8,19.0,topology_pfaf,low,0.476,False,False
7255608,9,53.4,topology_pfaf,low,0.308,False,False
7255780,5,178.4,topology_dist,low,0.611,False,False
7255900,8,114.7,topology_pfaf,low,0.863,False,False
7255820,9,194.6,topology_pfaf,low,0.51,False,False
7255830,9,52.0,topology_pfaf,low,0.574,False,False
7257040,9,106.1,topology_pfaf,low,0.438,False,False
7255860,9,60.4,topology_pfaf,low,0.469,False,False
7256042,9,204.4,topology_pfaf,low,0.667,False,False
7256043,9,35.2,topology_pfaf,low,0.456,False,False
7257062,9,217.2,topology_pfaf,low,0.565,False,False
7255880,9,85.8,topology_pfaf,low,0.374,False,False
7256044,9,168.4,topology_pfaf,low,0.28,False,False
7258102,9,85.0,topology_pfaf,low,0.538,False,False
7256070,9,51.0,topology_pfaf,low,0.43,False,False
7256060,9,185.2,topology_pfaf,low,0.567,False,False
7256048,9,166.7,topology_pfaf,low,0.714,False,False
7256049,9,61.0,topology_pfaf,low,0.491,False,False
7258107,9,22.9,topology_pfaf,low,0.67,False,False
7258106,9,77.7,topology_pfaf,low,0.604,False,False
7257068,9,161.2,topology_pfaf,low,0.415,False,False
7256090,9,155.8,topology_pfaf,low,0.701,False,False
7259116,9,54.7,topology_pfaf,low,0.486,False,False
7259118,9,264.5,topology_pfaf,low,0.255,False,False
7258108,9,70.1,topology_pfaf,low,0.44,False,False
7258220,9,209.8,topology_pfaf,low,0.531,False,False
7258320,9,194.4,topology_pfaf,low,0.672,False,False
7258330,9,16.3,topology_pfaf,low,0.549,False,False
7258270,9,86.5,topology_pfaf,low,0.355,False,False
7258260,9,264.5,topology_pfaf,low,0.6,False,False
7258340,9,99.2,topology_pfaf,low,0.328,False,False
7258360,9,120.6,topology_pfaf,low,0.546,False,False
7258370,9,47.1,topology_pfaf,low,0.493,False,False
7259630,9,187.8,topology_pfaf,low,0.596,False,False
7259202,9,122.7,topology_pfaf,low,0.775,False,False
7259801,9,13.0,topology_pfaf,low,0.494,False,False
7258400,9,175.3,topology_pfaf,low,0.49,False,False
7258601,9,74.3,topology_pfaf,low,0.428,False,False
7258702,9,124.6,topology_pfaf,low,0.363,False,False
7258704,9,125.9,topology_pfaf,low,0.559,False,False
7258280,9,31.8,topology_pfaf,low,0.526,False,False
7259802,9,198.3,topology_pfaf,low,0.292,False,False
7259804,9,289.9,topology_pfaf,low,0.412,False,False
7258299,9,212.8,topology_pfaf,low,0.547,False,False
7259920,9,254.7,topology_pfaf,low,0.424,False,False
7259808,9,61.8,topology_pfaf,low,0.42,False,False
7259977,9,121.5,topology_pfaf,low,0.282,False,False
7258606,9,32.2,topology_pfaf,low,0.703,False,False
7259969,9,249.3,topology_pfaf,low,0.411,False,False
7259990,9,66.7,topology_pfaf,low,0.543,False,False
7260130,9,194.0,topology_pfaf,low,0.222,True,False
7260171,9,333.3,topology_pfaf,mixed,0.23,True,False
7260200,9,251.5,topology_pfaf,low,0.544,False,False
7260402,9,122.0,topology_pfaf,low,0.723,False,False
7260501,9,164.0,topology_pfaf,low,0.219,True,False
7260602,9,273.2,topology_pfaf,low,0.548,False,False
7260713,9,87.5,topology_pfaf,low,0.284,True,False
7260730,9,86.9,topology_pfaf,low,0.204,True,False
7260810,9,68.6,topology_pfaf,low,0.531,False,False
7260820,9,79.0,topology_pfaf,low,0.567,False,False
7260840,9,207.2,topology_pfaf,low,0.605,False,False
7260860,9,114.2,topology_pfaf,low,0.41,False,False
7260874,9,74.2,topology_pfaf,low,0.504,False,False
7260890,9,91.1,topology_pfaf,low,0.546,False,False
7260880,9,56.9,topology_pfaf,low,0.618,False,False
7311104,9,88.9,topology_pfaf,low,0.45,False,False
7311107,9,66.9,topology_pfaf,low,0.2,True,False
7311204,9,216.7,topology_pfaf,low,0.548,False,False
7311206,9,83.7,topology_pfaf,low,0.422,False,False
7311209,9,272.1,topology_pfaf,low,0.776,False,False
7311208,9,249.3,topology_pfaf,low,0.767,False,False
7311300,9,63.7,topology_pfaf,low,0.279,True,False
7311402,9,481.2,topology_pfaf,mixed,0.517,False,False
7311409,9,115.0,topology_pfaf,low,0.737,False,False
7311500,5,106.7,topology_dist,low,0.579,True,False
7311600,9,457.0,topology_pfaf,mixed,0.486,False,False
7311700,7,81.0,topology_pfaf,low,0.694,True,False
7311805,9,139.2,topology_pfaf,low,0.472,False,False
7311908,9,129.7,topology_pfaf,low,0.335,False,False
7312007,9,147.7,topology_pfaf,low,0.701,False,False
7312009,9,202.9,topology_pfaf,low,0.693,False,False
7313000,9,198.9,topology_pfaf,low,0.624,True,False
7314010,9,114.4,topology_pfaf,low,0.409,False,False
7314020,8,197.4,topology_pfaf,low,0.139,False,False
7314030,9,283.2,topology_pfaf,low,0.677,False,False
7314070,9,236.9,topology_pfaf,low,0.403,False,False
7314090,9,260.7,topology_pfaf,low,0.593,False,False
7314080,9,239.1,topology_pfaf,low,0.378,False,False
7315040,9,115.1,topology_pfaf,low,0.734,False,False
7315063,9,115.2,topology_pfaf,low,0.55,False,False
7315062,9,186.8,topology_pfaf,low,0.338,False,False
7315064,9,371.7,topology_pfaf,mixed,0.432,False,False
7315065,9,246.4,topology_pfaf,low,0.596,False,False
7316030,9,147.3,topology_pfaf,low,0.497,False,False
7316020,9,186.8,topology_pfaf,low,0.74,False,False
7316049,9,47.1,topology_pfaf,low,0.315,False,False
7316060,9,121.2,topology_pfaf,low,0.538,False,False
7316090,9,99.1,topology_pfaf,low,0.212,False,False
7316080,9,56.4,topology_pfaf,low,0.467,False,False
7318050,9,104.6,topology_pfaf,low,0.665,False,False
7318040,9,342.4,topology_pfaf,mixed,0.262,False,False
7318080,9,471.2,topology_pfaf,mixed,0.656,False,False
7318090,9,523.2,topology_pfaf,mixed,0.506,False,False
7428410,9,74.5,topology_pfaf,low,0.293,False,False
7426677,9,33.1,topology_pfaf,low,0.153,False,False
7429170,5,58.0,topology_dist,low,0.749,False,False
7426649,9,53.3,topology_pfaf,low,0.53,False,False
7428504,9,95.3,topology_pfaf,low,0.67,False,False
7428260,9,66.4,topology_pfaf,low,0.716,False,False
7428633,9,29.8,topology_pfaf,low,0.667,False,False
7428723,9,60.3,topology_pfaf,low,0.662,False,False
7429188,9,98.0,topology_pfaf,low,0.794,False,False
7426699,9,31.9,topology_pfaf,low,0.357,False,False
7428733,9,62.3,topology_pfaf,low,0.655,False,False
7428732,9,138.2,topology_pfaf,low,0.519,False,False
7424890,9,699.6,elevation,high,0.551,False,False
7428430,7,69.4,topology_pfaf,low,0.345,False,False
7428627,9,61.1,topology_pfaf,low,0.134,False,False
7428734,9,82.1,topology_pfaf,low,0.513,False,False
7426769,9,48.8,topology_pfaf,low,0.446,False,False
7428442,9,72.5,topology_pfaf,low,0.526,False,False
7424250,9,181.3,topology_pfaf,low,0.444,False,False
7428724,9,26.2,topology_pfaf,low,0.528,False,False
7428738,9,71.3,topology_pfaf,low,0.538,False,False
7428726,9,55.0,topology_pfaf,low,0.51,False,False
7428727,9,21.9,topology_pfaf,low,0.443,False,False
7428640,9,73.1,topology_pfaf,low,0.398,False,False
7429340,9,78.1,topology_pfaf,low,0.444,False,False
7428480,9,32.1,topology_pfaf,low,0.599,False,False
7428490,9,113.0,topology_pfaf,low,0.24,False,False
7424260,10,569.5,topology_pfaf,mixed,0.226,False,False
7428752,9,75.1,topology_pfaf,low,0.866,False,False
7429370,7,54.8,topology_pfaf,low,0.587,False,False
7428754,9,84.4,topology_pfaf,low,0.595,False,False
7428756,9,160.9,topology_pfaf,low,0.425,False,False
7428757,9,56.2,topology_pfaf,low,0.381,False,False
7426789,9,45.3,topology_pfaf,low,0.405,False,False
7424993,9,179.5,topology_pfaf,low,0.392,False,False
7429380,9,87.5,topology_pfaf,low,0.549,False,False
7428758,9,63.0,topology_pfaf,low,0.587,False,False
7424280,10,727.5,elevation,high,0.619,False,False
7428770,9,52.5,topology_pfaf,low,0.579,False,False
7426840,9,434.8,topology_pfaf,mixed,0.576,False,False
7424994,9,645.4,elevation,high,0.436,False,False
7428747,9,143.0,topology_pfaf,low,0.409,False,False
7429410,5,42.8,topology_dist,low,0.832,False,False
7428762,9,95.0,topology_pfaf,low,0.363,False,False
7424996,9,1014.3,elevation,high,0.467,False,False
7429245,9,356.4,topology_pfaf,mixed,0.452,False,False
7424987,9,448.5,topology_pfaf,mixed,0.728,False,False
7426860,9,521.6,topology_pfaf,mixed,0.48,False,False
7424999,9,1246.2,elevation,high,0.657,False,False
7429512,9,65.2,topology_pfaf,low,0.703,False,False
7428783,9,33.0,topology_pfaf,low,0.332,False,False
7428810,9,38.4,topology_pfaf,low,0.404,False,False
7429516,9,87.6,topology_pfaf,low,0.414,False,False
7426880,9,301.8,topology_pfaf,mixed,0.529,False,False
7428768,9,88.4,topology_pfaf,low,0.602,False,False
7428769,9,111.6,topology_pfaf,low,0.402,False,False
7428940,9,71.5,topology_pfaf,low,0.508,False,False
7426957,9,22.9,topology_pfaf,low,0.594,False,False
7426946,9,50.9,topology_pfaf,low,0.44,False,False
7428787,9,36.3,topology_pfaf,low,0.564,False,False
7429427,9,106.4,topology_pfaf,low,0.418,False,False
7426949,9,28.7,topology_pfaf,low,0.584,False,False
7428822,9,43.4,topology_pfaf,low,0.233,False,False
7428749,9,36.0,topology_pfaf,low,0.491,False,False
7426960,9,62.2,topology_pfaf,low,0.349,False,False
7429536,9,144.3,topology_pfaf,low,0.605,False,False
7428840,9,112.5,topology_pfaf,low,0.374,False,False
7429444,9,330.6,topology_pfaf,mixed,0.453,False,False
7429522,9,96.0,topology_pfaf,low,0.537,False,False
7429541,9,33.9,topology_pfaf,low,0.27,False,False
7426982,8,398.5,topology_pfaf,mixed,0.648,False,False
7426992,9,288.6,topology_pfaf,low,0.246,False,False
7426993,9,90.3,topology_pfaf,low,0.738,False,False
7429527,9,46.4,topology_pfaf,low,0.413,False,False
7426994,9,175.2,topology_pfaf,low,0.44,False,False
7426986,9,423.8,topology_pfaf,mixed,0.496,False,False
7428890,9,107.8,topology_pfaf,low,0.44,False,False
7429565,9,305.3,topology_pfaf,mixed,0.246,False,False
7429564,9,161.1,topology_pfaf,low,0.311,False,False
7429449,9,287.4,topology_pfaf,low,0.673,False,False
7426997,9,68.0,topology_pfaf,low,0.366,False,False
7426996,9,69.7,topology_pfaf,low,0.672,False,False
7426989,9,342.6,topology_pfaf,mixed,0.775,False,False
7429529,9,29.9,topology_pfaf,low,0.685,False,False
7428990,9,48.1,topology_pfaf,low,0.232,False,False
7428980,7,22.0,topology_pfaf,low,0.46,False,False
7426999,9,48.9,topology_pfaf,low,0.433,False,False
7429547,5,38.2,topology_dist,low,0.494,False,False
7429474,9,82.6,topology_pfaf,low,0.782,False,False
7429549,10,116.9,topology_pfaf,low,0.57,False,False
7429548,10,142.8,topology_pfaf,low,0.14,False,False
7429582,9,306.8,topology_pfaf,mixed,0.435,False,False
7429598,9,204.9,topology_pfaf,low,0.459,False,False
7429569,9,329.5,topology_pfaf,mixed,0.465,False,False
7429587,9,177.0,topology_pfaf,low,0.452,False,False
7429491,9,428.6,topology_pfaf,mixed,0.473,False,False
7429620,9,153.9,topology_pfaf,low,0.596,False,False
7429468,9,1247.8,elevation,high,0.6,False,False
7429469,9,1260.6,elevation,high,0.569,False,False
7429721,9,129.7,topology_pfaf,low,0.535,False,False
7429589,9,249.9,topology_pfaf,low,0.672,False,False
7429657,9,433.1,topology_pfaf,mixed,0.66,False,False
7429489,10,404.3,topology_pfaf,mixed,0.661,False,False
7429772,9,49.8,topology_pfaf,low,0.645,False,False
7429774,9,171.1,topology_pfaf,low,0.679,False,False
7429764,9,183.6,topology_pfaf,low,0.592,False,False
7429746,9,123.7,topology_pfaf,low,0.565,False,False
7429747,9,177.5,topology_pfaf,low,0.416,False,False
7429778,9,123.6,topology_pfaf,low,0.331,False,False
7429660,9,407.8,topology_pfaf,mixed,0.553,False,False
7429497,10,566.3,topology_pfaf,mixed,0.31,False,False
7429496,10,223.9,topology_pfaf,low,0.374,False,False
7429690,9,344.8,topology_pfaf,mixed,0.592,False,False
7429649,9,175.9,topology_pfaf,low,0.671,False,False
7429785,9,113.8,topology_pfaf,low,0.385,False,False
7429932,9,169.9,topology_pfaf,low,0.406,False,False
7429934,9,111.5,topology_pfaf,low,0.618,False,False
7429789,9,203.2,topology_pfaf,low,0.361,False,False
7429788,9,114.0,topology_pfaf,low,0.511,False,False
7429941,9,134.8,topology_pfaf,low,0.591,False,False
7429952,9,149.3,topology_pfaf,low,0.347,False,False
7429852,7,331.7,topology_pfaf,mixed,0.43,False,False
7429944,9,257.5,topology_pfaf,low,0.425,False,False
7429822,9,224.6,topology_pfaf,low,0.553,False,False
7429947,9,194.5,topology_pfaf,low,0.652,False,False
7429847,9,153.1,topology_pfaf,low,0.472,False,False
7429861,9,296.8,topology_pfaf,low,0.686,False,False
7429874,9,819.4,elevation,high,0.526,False,False
7429965,9,270.8,topology_pfaf,low,0.452,False,False
7429824,9,805.6,elevation,high,0.362,False,False
7429862,9,1397.0,elevation,high,0.758,False,False
7429865,9,796.4,elevation,high,0.472,False,False
7429864,5,1188.2,elevation,high,0.496,False,False
7429880,9,1277.4,elevation,high,0.557,False,False
7429949,9,466.9,topology_pfaf,mixed,0.46,False,False
7429969,9,570.7,topology_pfaf,mixed,0.415,False,False
7429892,8,1410.9,elevation,high,0.62,False,False
7429829,9,414.1,topology_pfaf,mixed,0.42,False,False
7429991,10,576.6,topology_pfaf,mixed,0.627,False,False
7429867,9,734.3,elevation,high,0.824,False,False
7429987,7,168.0,topology_pfaf,low,0.34,False,False
7429995,9,496.0,topology_pfaf,mixed,0.604,False,False
7429869,9,446.2,topology_pfaf,mixed,0.509,False,False
7429899,9,998.5,elevation,high,0.723,False,False
7429898,3,548.6,topology_dist,mixed,1.0,False,True
7429988,9,486.1,topology_pfaf,mixed,0.199,False,False
7429996,9,413.9,topology_pfaf,mixed,0.248,False,False
7429997,9,423.1,topology_pfaf,mixed,0.582,False,False
7521660,9,973.9,elevation,high,0.418,False,False
7521695,9,159.9,topology_pfaf,low,0.739,False,False
7521699,10,900.8,elevation,high,0.65,False,False
7521920,9,543.1,topology_pfaf,mixed,0.254,False,False
7521946,9,396.2,topology_pfaf,mixed,0.357,False,False
7521959,9,394.2,topology_pfaf,mixed,0.465,False,False
7521948,9,168.2,topology_pfaf,low,0.371,False,False
7521960,9,307.7,topology_pfaf,mixed,0.509,False,False
7521973,9,502.6,topology_pfaf,mixed,0.32,False,False
7521980,9,498.0,topology_pfaf,mixed,0.824,False,False
7521990,9,946.9,elevation,high,0.421,False,False
7230100,9,80.6,topology_pfaf,low,0.282,True,False
7230200,9,200.8,topology_pfaf,low,0.363,False,False
7230303,9,209.3,topology_pfaf,low,0.389,True,False
7230309,9,175.2,topology_pfaf,low,0.287,True,False
7230409,9,204.7,topology_pfaf,low,0.543,False,False
7230500,7,115.7,topology_pfaf,low,0.31,True,False
7230600,9,153.5,topology_pfaf,low,0.481,False,False
7230710,9,42.4,topology_pfaf,low,0.192,True,False
7230755,9,23.2,topology_pfaf,low,0.623,True,False
7230909,9,253.7,topology_pfaf,low,0.187,True,False
7260003,8,239.1,topology_pfaf,low,0.289,True,False
7738180,9,852.4,elevation,high,0.562,False,False
7738167,9,658.3,elevation,high,0.645,False,False
7738168,9,531.8,topology_pfaf,mixed,0.627,False,False
7738199,9,366.1,topology_pfaf,mixed,0.737,False,False
7734012,9,845.4,elevation,high,0.657,False,False
7734014,9,361.1,topology_pfaf,mixed,0.479,False,False
7734016,9,247.4,topology_pfaf,low,0.538,False,False
7734019,9,261.0,topology_pfaf,low,0.664,False,False
7738320,9,594.3,topology_pfaf,mixed,0.497,False,False
7738379,9,441.2,topology_pfaf,mixed,0.471,False,False
7738380,7,268.5,topology_pfaf,low,0.494,False,False
7738390,9,405.4,topology_pfaf,mixed,0.168,False,False
7744014,9,1040.7,elevation,high,0.666,False,False
7744019,9,1489.9,elevation,high,0.501,False,False
7720001,9,590.9,topology_pfaf,mixed,0.474,False,False
7735069,9,349.9,topology_pfaf,mixed,0.648,False,False
7829009,9,906.5,elevation,high,0.608,False,False
7736052,10,293.3,topology_pfaf,low,0.576,False,False
7521051,9,341.8,topology_pfaf,mixed,0.719,False,False
7122001,9,51.2,topology_pfaf,low,0.446,False,False
7124001,10,136.3,topology_pfaf,low,0.173,True,False
7735010,9,716.7,elevation,high,0.751,False,False
7735080,3,106.1,topology_dist,low,0.746,True,False
7735030,4,290.6,topology_dist,low,0.664,True,False
7736030,10,337.5,topology_pfaf,mixed,0.42,True,False
7737030,4,414.7,topology_dist,mixed,0.415,True,False
7124200,6,16.9,topology_pfaf,low,0.448,True,False
7124007,8,56.1,topology_pfaf,low,0.276,True,False
8111022,9,642.5,elevation,high,0.495,False,False
8111029,9,238.6,topology_pfaf,low,0.576,False,False
8112030,9,485.3,topology_pfaf,mixed,0.666,False,False
8112050,9,782.5,elevation,high,0.496,False,False
8113017,9,418.0,topology_pfaf,mixed,0.478,True,False
8113040,9,730.7,elevation,high,0.673,False,False
8113050,9,749.9,elevation,high,0.339,True,False
8113080,9,716.5,elevation,high,0.494,False,False
8114030,9,707.9,elevation,high,0.477,False,False
8114040,9,699.7,elevation,high,0.691,False,False
8114071,9,745.9,elevation,high,0.469,False,False
8124710,9,534.0,topology_pfaf,mixed,0.421,False,False
8124720,9,470.8,topology_pfaf,mixed,0.501,False,False
8124740,9,594.8,topology_pfaf,mixed,0.59,False,False
8124793,9,652.3,elevation,high,0.729,False,False
8124900,9,1552.1,elevation,high,0.721,False,False
8126060,9,187.7,topology_pfaf,low,0.498,False,False
8127080,9,496.5,topology_pfaf,mixed,0.416,False,False
