PFAF_ID_07,n_children,delta_E_m,relief_class,n_outlets,parent_components,has_cycle,axis_T300,f_up_area_T300,valid_T300,invalid_reason_T300,n_up_T300,n_down_T300,up_components_T300,down_components_T300,cut_edges_T300,reverse_edges_T300,axis_T400,f_up_area_T400,valid_T400,invalid_reason_T400,n_up_T400,n_down_T400,up_components_T400,down_components_T400,cut_edges_T400,reverse_edges_T400,axis_T500,f_up_area_T500,valid_T500,invalid_reason_T500,n_up_T500,n_down_T500,up_components_T500,down_components_T500,cut_edges_T500,reverse_edges_T500,axis_T600,f_up_area_T600,valid_T600,invalid_reason_T600,n_up_T600,n_down_T600,up_components_T600,down_components_T600,cut_edges_T600,reverse_edges_T600,axis_T700,f_up_area_T700,valid_T700,invalid_reason_T700,n_up_T700,n_down_T700,up_components_T700,down_components_T700,cut_edges_T700,reverse_edges_T700,axis_T800,f_up_area_T800,valid_T800,invalid_reason_T800,n_up_T800,n_down_T800,up_components_T800,down_components_T800,cut_edges_T800,reverse_edges_T800,axis_ELEVDEF,f_up_area_ELEVDEF,valid_ELEVDEF,invalid_reason_ELEVDEF,n_up_ELEVDEF,n_down_ELEVDEF,up_components_ELEVDEF,down_components_ELEVDEF,cut_edges_ELEVDEF,reverse_edges_ELEVDEF,axis_AREA50,f_up_area_AREA50,valid_AREA50,invalid_reason_AREA50,n_up_AREA50,n_down_AREA50,up_components_AREA50,down_components_AREA50,cut_edges_AREA50,reverse_edges_AREA50,common_valid_T300_T800,n_cells_changed_any_threshold,all_cell_labels_invariant,status_T600,review_priority,review_class
2510210,9,194.3,low,1,1,False,topology_pfaf,0.333,True,OK,1,8,1,1,1,0,topology_pfaf,0.333,True,OK,1,8,1,1,1,0,topology_pfaf,0.333,True,OK,1,8,1,1,1,0,topology_pfaf,0.333,True,OK,1,8,1,1,1,0,topology_pfaf,0.333,True,OK,1,8,1,1,1,0,topology_pfaf,0.333,True,OK,1,8,1,1,1,0,elevdef,0.641,True,OK,5,4,1,1,1,0,area50,0.641,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510229,9,370.4,mixed,1,1,False,elevation,0.51,True,OK,3,6,1,1,1,0,topology_pfaf,0.762,True,OK,5,4,1,1,1,0,topology_pfaf,0.762,True,OK,5,4,1,1,1,0,topology_pfaf,0.762,True,OK,5,4,1,1,1,0,topology_pfaf,0.762,True,OK,5,4,1,1,1,0,topology_pfaf,0.762,True,OK,5,4,1,1,1,0,elevdef,0.51,True,OK,3,6,1,1,1,0,area50,0.51,True,OK,3,6,1,1,1,0,True,2,False,valid_T600,2,label_change
2510230,9,185.7,low,1,1,False,topology_pfaf,0.668,True,OK,5,4,1,1,1,0,topology_pfaf,0.668,True,OK,5,4,1,1,1,0,topology_pfaf,0.668,True,OK,5,4,1,1,1,0,topology_pfaf,0.668,True,OK,5,4,1,1,1,0,topology_pfaf,0.668,True,OK,5,4,1,1,1,0,topology_pfaf,0.668,True,OK,5,4,1,1,1,0,elevdef,0.668,True,OK,5,4,1,1,1,0,area50,0.668,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510240,9,391.8,mixed,1,1,False,elevation,0.573,True,OK,5,4,1,1,1,0,topology_pfaf,0.573,True,OK,5,4,1,1,1,0,topology_pfaf,0.573,True,OK,5,4,1,1,1,0,topology_pfaf,0.573,True,OK,5,4,1,1,1,0,topology_pfaf,0.573,True,OK,5,4,1,1,1,0,topology_pfaf,0.573,True,OK,5,4,1,1,1,0,elevdef,0.573,True,OK,5,4,1,1,1,0,area50,0.573,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510290,9,131.8,low,1,1,False,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,elevdef,0.463,True,OK,5,4,1,1,1,0,area50,0.463,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510300,9,307.4,mixed,9,9,False,elevation,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.221,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2510404,9,636.1,high,1,1,False,elevation,0.437,True,OK,5,4,1,1,1,0,elevation,0.437,True,OK,5,4,1,1,1,0,elevation,0.437,True,OK,5,4,1,1,1,0,elevation,0.437,True,OK,5,4,1,1,1,0,topology_pfaf,0.315,True,OK,3,6,1,1,1,0,topology_pfaf,0.315,True,OK,3,6,1,1,1,0,elevdef,0.437,True,OK,5,4,1,1,1,0,area50,0.437,True,OK,5,4,1,1,1,0,True,2,False,valid_T600,2,label_change
2510406,9,582.8,mixed,1,1,False,elevation,0.3,True,OK,3,6,1,1,1,0,elevation,0.3,True,OK,3,6,1,1,1,0,elevation,0.3,True,OK,3,6,1,1,1,0,topology_pfaf,0.708,True,OK,5,4,1,1,1,0,topology_pfaf,0.708,True,OK,5,4,1,1,1,0,topology_pfaf,0.708,True,OK,5,4,1,1,1,0,elevdef,0.3,True,OK,3,6,1,1,1,0,area50,0.3,True,OK,3,6,1,1,1,0,True,2,False,valid_T600,2,label_change
2510500,9,680.0,high,9,9,False,elevation,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.74,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2510602,9,800.6,high,1,1,False,elevation,0.581,True,OK,5,4,1,1,1,0,elevation,0.581,True,OK,5,4,1,1,1,0,elevation,0.581,True,OK,5,4,1,1,1,0,elevation,0.581,True,OK,5,4,1,1,1,0,elevation,0.581,True,OK,5,4,1,1,1,0,elevation,0.581,True,OK,5,4,1,1,1,0,elevdef,0.581,True,OK,5,4,1,1,1,0,area50,0.581,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510720,9,504.3,mixed,1,1,False,elevation,0.654,True,OK,5,4,1,1,1,0,elevation,0.654,True,OK,5,4,1,1,1,0,elevation,0.654,True,OK,5,4,1,1,1,0,topology_pfaf,0.654,True,OK,5,4,1,1,1,0,topology_pfaf,0.654,True,OK,5,4,1,1,1,0,topology_pfaf,0.654,True,OK,5,4,1,1,1,0,elevdef,0.654,True,OK,5,4,1,1,1,0,area50,0.654,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510740,9,810.6,high,1,1,False,elevation,0.766,True,OK,7,2,1,1,1,0,elevation,0.766,True,OK,7,2,1,1,1,0,elevation,0.766,True,OK,7,2,1,1,1,0,elevation,0.766,True,OK,7,2,1,1,1,0,elevation,0.766,True,OK,7,2,1,1,1,0,elevation,0.766,True,OK,7,2,1,1,1,0,elevdef,0.766,True,OK,7,2,1,1,1,0,area50,0.25,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510757,9,538.9,mixed,9,9,False,elevation,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.331,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2510759,9,580.4,mixed,9,9,False,elevation,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.316,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2510760,9,673.0,high,1,1,False,elevation,0.693,True,OK,3,6,1,1,1,0,elevation,0.693,True,OK,3,6,1,1,1,0,elevation,0.693,True,OK,3,6,1,1,1,0,elevation,0.693,True,OK,3,6,1,1,1,0,topology_pfaf,0.693,True,OK,3,6,1,1,1,0,topology_pfaf,0.693,True,OK,3,6,1,1,1,0,elevdef,0.693,True,OK,3,6,1,1,1,0,area50,0.36,True,OK,1,8,1,1,1,0,True,0,True,valid_T600,3,stable
2510780,9,445.9,mixed,1,1,False,elevation,0.674,True,OK,5,4,1,1,1,0,elevation,0.674,True,OK,5,4,1,1,1,0,topology_pfaf,0.674,True,OK,5,4,1,1,1,0,topology_pfaf,0.674,True,OK,5,4,1,1,1,0,topology_pfaf,0.674,True,OK,5,4,1,1,1,0,topology_pfaf,0.674,True,OK,5,4,1,1,1,0,elevdef,0.674,True,OK,5,4,1,1,1,0,area50,0.496,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
2510799,9,99.4,low,9,9,False,topology_pfaf,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.368,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2510800,9,314.0,mixed,1,1,False,elevation,0.535,True,OK,3,6,1,1,1,0,topology_pfaf,0.809,True,OK,5,4,1,1,1,0,topology_pfaf,0.809,True,OK,5,4,1,1,1,0,topology_pfaf,0.809,True,OK,5,4,1,1,1,0,topology_pfaf,0.809,True,OK,5,4,1,1,1,0,topology_pfaf,0.809,True,OK,5,4,1,1,1,0,elevdef,0.535,True,OK,3,6,1,1,1,0,area50,0.535,True,OK,3,6,1,1,1,0,True,2,False,valid_T600,2,label_change
2510920,9,306.4,mixed,1,1,False,elevation,0.582,True,OK,5,4,1,1,1,0,topology_pfaf,0.582,True,OK,5,4,1,1,1,0,topology_pfaf,0.582,True,OK,5,4,1,1,1,0,topology_pfaf,0.582,True,OK,5,4,1,1,1,0,topology_pfaf,0.582,True,OK,5,4,1,1,1,0,topology_pfaf,0.582,True,OK,5,4,1,1,1,0,elevdef,0.582,True,OK,5,4,1,1,1,0,area50,0.582,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2510970,9,313.5,mixed,9,9,False,elevation,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.402,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2510997,9,245.0,low,9,9,False,topology_pfaf,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.749,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2510999,8,117.6,low,8,8,False,topology_pfaf,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,topology_pfaf,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,topology_pfaf,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,topology_pfaf,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,topology_pfaf,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,topology_pfaf,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,elevdef,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,area50,0.46,False,outlets=8; parent_components=8; down_components=7; up_to_down_edges=0,1,7,1,7,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2521020,9,487.0,mixed,1,1,False,elevation,0.517,True,OK,5,4,1,1,1,0,elevation,0.517,True,OK,5,4,1,1,1,0,topology_pfaf,0.517,True,OK,5,4,1,1,1,0,topology_pfaf,0.517,True,OK,5,4,1,1,1,0,topology_pfaf,0.517,True,OK,5,4,1,1,1,0,topology_pfaf,0.517,True,OK,5,4,1,1,1,0,elevdef,0.517,True,OK,5,4,1,1,1,0,area50,0.517,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2521051,9,284.1,low,9,9,False,topology_pfaf,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.683,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2521064,9,114.2,low,1,1,False,topology_pfaf,0.452,True,OK,1,8,1,1,1,0,topology_pfaf,0.452,True,OK,1,8,1,1,1,0,topology_pfaf,0.452,True,OK,1,8,1,1,1,0,topology_pfaf,0.452,True,OK,1,8,1,1,1,0,topology_pfaf,0.452,True,OK,1,8,1,1,1,0,topology_pfaf,0.452,True,OK,1,8,1,1,1,0,elevdef,0.452,True,OK,1,8,1,1,1,0,area50,0.452,True,OK,1,8,1,1,1,0,True,0,True,valid_T600,3,stable
2521070,9,111.1,low,9,9,False,topology_pfaf,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.265,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2521080,9,128.4,low,1,1,False,topology_pfaf,0.572,True,OK,5,4,1,1,1,0,topology_pfaf,0.572,True,OK,5,4,1,1,1,0,topology_pfaf,0.572,True,OK,5,4,1,1,1,0,topology_pfaf,0.572,True,OK,5,4,1,1,1,0,topology_pfaf,0.572,True,OK,5,4,1,1,1,0,topology_pfaf,0.572,True,OK,5,4,1,1,1,0,elevdef,0.572,True,OK,5,4,1,1,1,0,area50,0.572,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2522003,9,58.8,low,1,1,False,topology_pfaf,0.423,True,OK,5,4,1,1,1,0,topology_pfaf,0.423,True,OK,5,4,1,1,1,0,topology_pfaf,0.423,True,OK,5,4,1,1,1,0,topology_pfaf,0.423,True,OK,5,4,1,1,1,0,topology_pfaf,0.423,True,OK,5,4,1,1,1,0,topology_pfaf,0.423,True,OK,5,4,1,1,1,0,elevdef,0.746,True,OK,7,2,1,1,1,0,area50,0.423,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2522006,9,142.6,low,1,1,False,topology_pfaf,0.547,True,OK,5,4,1,1,1,0,topology_pfaf,0.547,True,OK,5,4,1,1,1,0,topology_pfaf,0.547,True,OK,5,4,1,1,1,0,topology_pfaf,0.547,True,OK,5,4,1,1,1,0,topology_pfaf,0.547,True,OK,5,4,1,1,1,0,topology_pfaf,0.547,True,OK,5,4,1,1,1,0,elevdef,0.547,True,OK,5,4,1,1,1,0,area50,0.547,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2522007,9,173.7,low,1,1,False,topology_pfaf,0.428,True,OK,5,4,1,1,1,0,topology_pfaf,0.428,True,OK,5,4,1,1,1,0,topology_pfaf,0.428,True,OK,5,4,1,1,1,0,topology_pfaf,0.428,True,OK,5,4,1,1,1,0,topology_pfaf,0.428,True,OK,5,4,1,1,1,0,topology_pfaf,0.428,True,OK,5,4,1,1,1,0,elevdef,0.428,True,OK,5,4,1,1,1,0,area50,0.428,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2524006,9,94.4,low,1,1,False,topology_pfaf,0.61,True,OK,5,4,1,1,1,0,topology_pfaf,0.61,True,OK,5,4,1,1,1,0,topology_pfaf,0.61,True,OK,5,4,1,1,1,0,topology_pfaf,0.61,True,OK,5,4,1,1,1,0,topology_pfaf,0.61,True,OK,5,4,1,1,1,0,topology_pfaf,0.61,True,OK,5,4,1,1,1,0,elevdef,0.61,True,OK,5,4,1,1,1,0,area50,0.61,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2525506,9,187.0,low,1,1,False,topology_pfaf,0.697,True,OK,5,4,1,1,1,0,topology_pfaf,0.697,True,OK,5,4,1,1,1,0,topology_pfaf,0.697,True,OK,5,4,1,1,1,0,topology_pfaf,0.697,True,OK,5,4,1,1,1,0,topology_pfaf,0.697,True,OK,5,4,1,1,1,0,topology_pfaf,0.697,True,OK,5,4,1,1,1,0,elevdef,0.697,True,OK,5,4,1,1,1,0,area50,0.697,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2525604,9,135.1,low,1,1,False,topology_pfaf,0.465,True,OK,5,4,1,1,1,0,topology_pfaf,0.465,True,OK,5,4,1,1,1,0,topology_pfaf,0.465,True,OK,5,4,1,1,1,0,topology_pfaf,0.465,True,OK,5,4,1,1,1,0,topology_pfaf,0.465,True,OK,5,4,1,1,1,0,topology_pfaf,0.465,True,OK,5,4,1,1,1,0,elevdef,0.465,True,OK,5,4,1,1,1,0,area50,0.465,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2526045,9,45.5,low,1,1,False,topology_pfaf,0.667,True,OK,5,4,1,1,1,0,topology_pfaf,0.667,True,OK,5,4,1,1,1,0,topology_pfaf,0.667,True,OK,5,4,1,1,1,0,topology_pfaf,0.667,True,OK,5,4,1,1,1,0,topology_pfaf,0.667,True,OK,5,4,1,1,1,0,topology_pfaf,0.667,True,OK,5,4,1,1,1,0,elevdef,0.755,True,OK,7,2,1,1,1,0,area50,0.667,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2526090,9,32.6,low,1,1,False,topology_pfaf,0.789,True,OK,5,4,1,1,1,0,topology_pfaf,0.789,True,OK,5,4,1,1,1,0,topology_pfaf,0.789,True,OK,5,4,1,1,1,0,topology_pfaf,0.789,True,OK,5,4,1,1,1,0,topology_pfaf,0.789,True,OK,5,4,1,1,1,0,topology_pfaf,0.789,True,OK,5,4,1,1,1,0,elevdef,0.484,True,OK,3,6,1,1,1,0,area50,0.484,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
2612010,9,39.7,low,1,1,False,topology_pfaf,0.76,True,OK,5,4,1,1,1,0,topology_pfaf,0.76,True,OK,5,4,1,1,1,0,topology_pfaf,0.76,True,OK,5,4,1,1,1,0,topology_pfaf,0.76,True,OK,5,4,1,1,1,0,topology_pfaf,0.76,True,OK,5,4,1,1,1,0,topology_pfaf,0.76,True,OK,5,4,1,1,1,0,elevdef,0.76,True,OK,5,4,1,1,1,0,area50,0.594,True,OK,1,8,1,1,1,0,True,0,True,valid_T600,3,stable
2612098,9,65.0,low,1,1,False,topology_pfaf,0.396,True,OK,3,6,1,1,1,0,topology_pfaf,0.396,True,OK,3,6,1,1,1,0,topology_pfaf,0.396,True,OK,3,6,1,1,1,0,topology_pfaf,0.396,True,OK,3,6,1,1,1,0,topology_pfaf,0.396,True,OK,3,6,1,1,1,0,topology_pfaf,0.396,True,OK,3,6,1,1,1,0,elevdef,0.553,True,OK,5,4,1,1,1,0,area50,0.553,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2614660,7,51.0,low,1,1,False,topology_pfaf,0.217,True,OK,1,6,1,1,1,0,topology_pfaf,0.217,True,OK,1,6,1,1,1,0,topology_pfaf,0.217,True,OK,1,6,1,1,1,0,topology_pfaf,0.217,True,OK,1,6,1,1,1,0,topology_pfaf,0.217,True,OK,1,6,1,1,1,0,topology_pfaf,0.217,True,OK,1,6,1,1,1,0,elevdef,0.449,True,OK,3,4,1,1,1,0,area50,0.449,True,OK,3,4,1,1,1,0,True,0,True,valid_T600,3,stable
2614804,9,36.7,low,1,1,False,topology_pfaf,0.532,True,OK,5,4,1,1,1,0,topology_pfaf,0.532,True,OK,5,4,1,1,1,0,topology_pfaf,0.532,True,OK,5,4,1,1,1,0,topology_pfaf,0.532,True,OK,5,4,1,1,1,0,topology_pfaf,0.532,True,OK,5,4,1,1,1,0,topology_pfaf,0.532,True,OK,5,4,1,1,1,0,elevdef,0.532,True,OK,5,4,1,1,1,0,area50,0.532,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
2615030,9,66.7,low,9,9,False,topology_pfaf,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.277,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
2616043,9,94.4,low,1,1,False,topology_pfaf,0.568,True,OK,5,4,1,1,1,0,topology_pfaf,0.568,True,OK,5,4,1,1,1,0,topology_pfaf,0.568,True,OK,5,4,1,1,1,0,topology_pfaf,0.568,True,OK,5,4,1,1,1,0,topology_pfaf,0.568,True,OK,5,4,1,1,1,0,topology_pfaf,0.568,True,OK,5,4,1,1,1,0,elevdef,0.568,True,OK,5,4,1,1,1,0,area50,0.468,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
2618605,9,64.2,low,1,1,False,topology_pfaf,0.675,True,OK,5,4,1,1,1,0,topology_pfaf,0.675,True,OK,5,4,1,1,1,0,topology_pfaf,0.675,True,OK,5,4,1,1,1,0,topology_pfaf,0.675,True,OK,5,4,1,1,1,0,topology_pfaf,0.675,True,OK,5,4,1,1,1,0,topology_pfaf,0.675,True,OK,5,4,1,1,1,0,elevdef,0.675,True,OK,5,4,1,1,1,0,area50,0.362,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
