PFAF_ID_07,n_children,delta_E_m,relief_class,n_outlets,parent_components,has_cycle,axis_T300,f_up_area_T300,valid_T300,invalid_reason_T300,n_up_T300,n_down_T300,up_components_T300,down_components_T300,cut_edges_T300,reverse_edges_T300,axis_T400,f_up_area_T400,valid_T400,invalid_reason_T400,n_up_T400,n_down_T400,up_components_T400,down_components_T400,cut_edges_T400,reverse_edges_T400,axis_T500,f_up_area_T500,valid_T500,invalid_reason_T500,n_up_T500,n_down_T500,up_components_T500,down_components_T500,cut_edges_T500,reverse_edges_T500,axis_T600,f_up_area_T600,valid_T600,invalid_reason_T600,n_up_T600,n_down_T600,up_components_T600,down_components_T600,cut_edges_T600,reverse_edges_T600,axis_T700,f_up_area_T700,valid_T700,invalid_reason_T700,n_up_T700,n_down_T700,up_components_T700,down_components_T700,cut_edges_T700,reverse_edges_T700,axis_T800,f_up_area_T800,valid_T800,invalid_reason_T800,n_up_T800,n_down_T800,up_components_T800,down_components_T800,cut_edges_T800,reverse_edges_T800,axis_ELEVDEF,f_up_area_ELEVDEF,valid_ELEVDEF,invalid_reason_ELEVDEF,n_up_ELEVDEF,n_down_ELEVDEF,up_components_ELEVDEF,down_components_ELEVDEF,cut_edges_ELEVDEF,reverse_edges_ELEVDEF,axis_AREA50,f_up_area_AREA50,valid_AREA50,invalid_reason_AREA50,n_up_AREA50,n_down_AREA50,up_components_AREA50,down_components_AREA50,cut_edges_AREA50,reverse_edges_AREA50,common_valid_T300_T800,n_cells_changed_any_threshold,all_cell_labels_invariant,status_T600,review_priority,review_class
7214050,9,53.4,low,1,1,False,topology_pfaf,0.51,True,OK,5,4,1,1,1,0,topology_pfaf,0.51,True,OK,5,4,1,1,1,0,topology_pfaf,0.51,True,OK,5,4,1,1,1,0,topology_pfaf,0.51,True,OK,5,4,1,1,1,0,topology_pfaf,0.51,True,OK,5,4,1,1,1,0,topology_pfaf,0.51,True,OK,5,4,1,1,1,0,elevdef,0.51,True,OK,5,4,1,1,1,0,area50,0.51,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7215002,9,147.0,low,1,1,False,topology_pfaf,0.773,True,OK,5,4,1,1,1,0,topology_pfaf,0.773,True,OK,5,4,1,1,1,0,topology_pfaf,0.773,True,OK,5,4,1,1,1,0,topology_pfaf,0.773,True,OK,5,4,1,1,1,0,topology_pfaf,0.773,True,OK,5,4,1,1,1,0,topology_pfaf,0.773,True,OK,5,4,1,1,1,0,elevdef,0.621,True,OK,3,6,1,1,1,0,area50,0.621,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7218066,9,84.1,low,1,1,False,topology_pfaf,0.244,True,OK,3,6,1,1,1,0,topology_pfaf,0.244,True,OK,3,6,1,1,1,0,topology_pfaf,0.244,True,OK,3,6,1,1,1,0,topology_pfaf,0.244,True,OK,3,6,1,1,1,0,topology_pfaf,0.244,True,OK,3,6,1,1,1,0,topology_pfaf,0.244,True,OK,3,6,1,1,1,0,elevdef,0.501,True,OK,7,2,1,1,1,0,area50,0.501,True,OK,7,2,1,1,1,0,True,0,True,valid_T600,3,stable
7219220,9,143.4,low,1,1,False,topology_pfaf,0.623,True,OK,5,4,1,1,1,0,topology_pfaf,0.623,True,OK,5,4,1,1,1,0,topology_pfaf,0.623,True,OK,5,4,1,1,1,0,topology_pfaf,0.623,True,OK,5,4,1,1,1,0,topology_pfaf,0.623,True,OK,5,4,1,1,1,0,topology_pfaf,0.623,True,OK,5,4,1,1,1,0,elevdef,0.623,True,OK,5,4,1,1,1,0,area50,0.623,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7219403,9,143.8,low,1,1,False,topology_pfaf,0.586,True,OK,5,4,1,1,1,0,topology_pfaf,0.586,True,OK,5,4,1,1,1,0,topology_pfaf,0.586,True,OK,5,4,1,1,1,0,topology_pfaf,0.586,True,OK,5,4,1,1,1,0,topology_pfaf,0.586,True,OK,5,4,1,1,1,0,topology_pfaf,0.586,True,OK,5,4,1,1,1,0,elevdef,0.586,True,OK,5,4,1,1,1,0,area50,0.586,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7224080,9,34.4,low,1,1,False,topology_pfaf,0.604,True,OK,5,4,1,1,1,0,topology_pfaf,0.604,True,OK,5,4,1,1,1,0,topology_pfaf,0.604,True,OK,5,4,1,1,1,0,topology_pfaf,0.604,True,OK,5,4,1,1,1,0,topology_pfaf,0.604,True,OK,5,4,1,1,1,0,topology_pfaf,0.604,True,OK,5,4,1,1,1,0,elevdef,0.827,True,OK,7,2,1,1,1,0,area50,0.46,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7230100,9,80.6,low,9,9,False,topology_pfaf,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.282,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7230200,9,200.8,low,1,1,False,topology_pfaf,0.363,True,OK,5,4,1,1,1,0,topology_pfaf,0.363,True,OK,5,4,1,1,1,0,topology_pfaf,0.363,True,OK,5,4,1,1,1,0,topology_pfaf,0.363,True,OK,5,4,1,1,1,0,topology_pfaf,0.363,True,OK,5,4,1,1,1,0,topology_pfaf,0.363,True,OK,5,4,1,1,1,0,elevdef,0.599,True,OK,7,2,1,1,1,0,area50,0.599,True,OK,7,2,1,1,1,0,True,0,True,valid_T600,3,stable
7230303,9,209.3,low,9,9,False,topology_pfaf,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.389,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7230309,9,175.2,low,9,9,False,topology_pfaf,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.287,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7230409,9,204.7,low,1,1,False,topology_pfaf,0.543,True,OK,5,4,1,1,1,0,topology_pfaf,0.543,True,OK,5,4,1,1,1,0,topology_pfaf,0.543,True,OK,5,4,1,1,1,0,topology_pfaf,0.543,True,OK,5,4,1,1,1,0,topology_pfaf,0.543,True,OK,5,4,1,1,1,0,topology_pfaf,0.543,True,OK,5,4,1,1,1,0,elevdef,0.543,True,OK,5,4,1,1,1,0,area50,0.543,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7230500,7,115.7,low,7,7,False,topology_pfaf,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,topology_pfaf,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,topology_pfaf,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,topology_pfaf,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,topology_pfaf,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,topology_pfaf,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,elevdef,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,area50,0.31,False,outlets=7; parent_components=7; down_components=6; up_to_down_edges=0,1,6,1,6,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7230600,9,153.5,low,1,1,False,topology_pfaf,0.481,True,OK,5,4,1,1,1,0,topology_pfaf,0.481,True,OK,5,4,1,1,1,0,topology_pfaf,0.481,True,OK,5,4,1,1,1,0,topology_pfaf,0.481,True,OK,5,4,1,1,1,0,topology_pfaf,0.481,True,OK,5,4,1,1,1,0,topology_pfaf,0.481,True,OK,5,4,1,1,1,0,elevdef,0.481,True,OK,5,4,1,1,1,0,area50,0.481,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7230710,9,42.4,low,9,9,False,topology_pfaf,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.192,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7230755,9,23.2,low,9,9,False,topology_pfaf,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.623,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7230909,9,253.7,low,9,9,False,topology_pfaf,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.187,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7231609,9,209.3,low,1,1,False,topology_pfaf,0.642,True,OK,5,4,1,1,1,0,topology_pfaf,0.642,True,OK,5,4,1,1,1,0,topology_pfaf,0.642,True,OK,5,4,1,1,1,0,topology_pfaf,0.642,True,OK,5,4,1,1,1,0,topology_pfaf,0.642,True,OK,5,4,1,1,1,0,topology_pfaf,0.642,True,OK,5,4,1,1,1,0,elevdef,0.642,True,OK,5,4,1,1,1,0,area50,0.642,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7234016,9,64.8,low,1,1,False,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,topology_pfaf,0.463,True,OK,5,4,1,1,1,0,elevdef,0.463,True,OK,5,4,1,1,1,0,area50,0.463,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7234044,9,62.2,low,1,1,False,topology_pfaf,0.536,True,OK,5,4,1,1,1,0,topology_pfaf,0.536,True,OK,5,4,1,1,1,0,topology_pfaf,0.536,True,OK,5,4,1,1,1,0,topology_pfaf,0.536,True,OK,5,4,1,1,1,0,topology_pfaf,0.536,True,OK,5,4,1,1,1,0,topology_pfaf,0.536,True,OK,5,4,1,1,1,0,elevdef,0.536,True,OK,5,4,1,1,1,0,area50,0.536,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7235054,9,202.7,low,1,1,False,topology_pfaf,0.452,True,OK,5,4,1,1,1,0,topology_pfaf,0.452,True,OK,5,4,1,1,1,0,topology_pfaf,0.452,True,OK,5,4,1,1,1,0,topology_pfaf,0.452,True,OK,5,4,1,1,1,0,topology_pfaf,0.452,True,OK,5,4,1,1,1,0,topology_pfaf,0.452,True,OK,5,4,1,1,1,0,elevdef,0.709,True,OK,7,2,1,1,1,0,area50,0.452,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7235060,9,52.9,low,1,1,False,topology_pfaf,0.399,True,OK,5,4,1,1,1,0,topology_pfaf,0.399,True,OK,5,4,1,1,1,0,topology_pfaf,0.399,True,OK,5,4,1,1,1,0,topology_pfaf,0.399,True,OK,5,4,1,1,1,0,topology_pfaf,0.399,True,OK,5,4,1,1,1,0,topology_pfaf,0.399,True,OK,5,4,1,1,1,0,elevdef,0.77,True,OK,7,2,1,1,1,0,area50,0.399,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7236009,9,112.2,low,1,1,False,topology_pfaf,0.575,True,OK,5,4,1,1,1,0,topology_pfaf,0.575,True,OK,5,4,1,1,1,0,topology_pfaf,0.575,True,OK,5,4,1,1,1,0,topology_pfaf,0.575,True,OK,5,4,1,1,1,0,topology_pfaf,0.575,True,OK,5,4,1,1,1,0,topology_pfaf,0.575,True,OK,5,4,1,1,1,0,elevdef,0.575,True,OK,5,4,1,1,1,0,area50,0.575,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7239080,9,231.7,low,1,1,False,topology_pfaf,0.3,True,OK,5,4,1,1,1,0,topology_pfaf,0.3,True,OK,5,4,1,1,1,0,topology_pfaf,0.3,True,OK,5,4,1,1,1,0,topology_pfaf,0.3,True,OK,5,4,1,1,1,0,topology_pfaf,0.3,True,OK,5,4,1,1,1,0,topology_pfaf,0.3,True,OK,5,4,1,1,1,0,elevdef,0.52,True,OK,7,2,1,1,1,0,area50,0.52,True,OK,7,2,1,1,1,0,True,0,True,valid_T600,3,stable
7240810,9,309.1,mixed,1,1,False,elevation,0.596,True,OK,5,4,1,1,1,0,topology_pfaf,0.596,True,OK,5,4,1,1,1,0,topology_pfaf,0.596,True,OK,5,4,1,1,1,0,topology_pfaf,0.596,True,OK,5,4,1,1,1,0,topology_pfaf,0.596,True,OK,5,4,1,1,1,0,topology_pfaf,0.596,True,OK,5,4,1,1,1,0,elevdef,0.596,True,OK,5,4,1,1,1,0,area50,0.49,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7240820,9,489.6,mixed,1,1,False,elevation,0.368,True,OK,5,4,1,1,1,0,elevation,0.368,True,OK,5,4,1,1,1,0,topology_pfaf,0.205,True,OK,3,6,1,1,1,0,topology_pfaf,0.205,True,OK,3,6,1,1,1,0,topology_pfaf,0.205,True,OK,3,6,1,1,1,0,topology_pfaf,0.205,True,OK,3,6,1,1,1,0,elevdef,0.368,True,OK,5,4,1,1,1,0,area50,0.368,True,OK,5,4,1,1,1,0,True,2,False,valid_T600,2,label_change
7240830,9,326.4,mixed,1,1,False,elevation,0.457,True,OK,5,4,1,1,1,0,topology_pfaf,0.457,True,OK,5,4,1,1,1,0,topology_pfaf,0.457,True,OK,5,4,1,1,1,0,topology_pfaf,0.457,True,OK,5,4,1,1,1,0,topology_pfaf,0.457,True,OK,5,4,1,1,1,0,topology_pfaf,0.457,True,OK,5,4,1,1,1,0,elevdef,0.457,True,OK,5,4,1,1,1,0,area50,0.457,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7240841,9,232.9,low,1,1,False,topology_pfaf,0.398,True,OK,5,4,1,1,1,0,topology_pfaf,0.398,True,OK,5,4,1,1,1,0,topology_pfaf,0.398,True,OK,5,4,1,1,1,0,topology_pfaf,0.398,True,OK,5,4,1,1,1,0,topology_pfaf,0.398,True,OK,5,4,1,1,1,0,topology_pfaf,0.398,True,OK,5,4,1,1,1,0,elevdef,0.844,True,OK,7,2,1,1,1,0,area50,0.398,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7240864,9,222.6,low,1,1,False,topology_pfaf,0.497,True,OK,5,4,1,1,1,0,topology_pfaf,0.497,True,OK,5,4,1,1,1,0,topology_pfaf,0.497,True,OK,5,4,1,1,1,0,topology_pfaf,0.497,True,OK,5,4,1,1,1,0,topology_pfaf,0.497,True,OK,5,4,1,1,1,0,topology_pfaf,0.497,True,OK,5,4,1,1,1,0,elevdef,0.797,True,OK,7,2,1,1,1,0,area50,0.497,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7240869,9,101.5,low,1,1,False,topology_pfaf,0.479,True,OK,5,4,1,1,1,0,topology_pfaf,0.479,True,OK,5,4,1,1,1,0,topology_pfaf,0.479,True,OK,5,4,1,1,1,0,topology_pfaf,0.479,True,OK,5,4,1,1,1,0,topology_pfaf,0.479,True,OK,5,4,1,1,1,0,topology_pfaf,0.479,True,OK,5,4,1,1,1,0,elevdef,0.675,True,OK,7,2,1,1,1,0,area50,0.479,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7240870,9,235.5,low,1,1,False,topology_pfaf,0.278,True,OK,3,6,1,1,1,0,topology_pfaf,0.278,True,OK,3,6,1,1,1,0,topology_pfaf,0.278,True,OK,3,6,1,1,1,0,topology_pfaf,0.278,True,OK,3,6,1,1,1,0,topology_pfaf,0.278,True,OK,3,6,1,1,1,0,topology_pfaf,0.278,True,OK,3,6,1,1,1,0,elevdef,0.415,True,OK,5,4,1,1,1,0,area50,0.415,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7240893,9,141.2,low,1,1,False,topology_pfaf,0.331,True,OK,5,4,1,1,1,0,topology_pfaf,0.331,True,OK,5,4,1,1,1,0,topology_pfaf,0.331,True,OK,5,4,1,1,1,0,topology_pfaf,0.331,True,OK,5,4,1,1,1,0,topology_pfaf,0.331,True,OK,5,4,1,1,1,0,topology_pfaf,0.331,True,OK,5,4,1,1,1,0,elevdef,0.52,True,OK,7,2,1,1,1,0,area50,0.52,True,OK,7,2,1,1,1,0,True,0,True,valid_T600,3,stable
7240900,9,488.4,mixed,9,9,False,elevation,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevation,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,topology_pfaf,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,elevdef,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,area50,0.241,False,outlets=9; parent_components=9; down_components=8; up_to_down_edges=0,1,8,1,8,0,0,False,0,True,invalid_multi_outlet,0,T600_invalid
7251002,9,272.0,low,1,1,False,topology_pfaf,0.626,True,OK,5,4,1,1,1,0,topology_pfaf,0.626,True,OK,5,4,1,1,1,0,topology_pfaf,0.626,True,OK,5,4,1,1,1,0,topology_pfaf,0.626,True,OK,5,4,1,1,1,0,topology_pfaf,0.626,True,OK,5,4,1,1,1,0,topology_pfaf,0.626,True,OK,5,4,1,1,1,0,elevdef,0.626,True,OK,5,4,1,1,1,0,area50,0.46,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7251003,9,466.6,mixed,1,1,False,elevation,0.453,True,OK,1,8,1,1,1,0,elevation,0.453,True,OK,1,8,1,1,1,0,topology_pfaf,0.453,True,OK,1,8,1,1,1,0,topology_pfaf,0.453,True,OK,1,8,1,1,1,0,topology_pfaf,0.453,True,OK,1,8,1,1,1,0,topology_pfaf,0.453,True,OK,1,8,1,1,1,0,elevdef,0.453,True,OK,1,8,1,1,1,0,area50,0.453,True,OK,1,8,1,1,1,0,True,0,True,valid_T600,3,stable
7251004,9,500.4,mixed,1,1,False,elevation,0.663,True,OK,5,4,1,1,1,0,elevation,0.663,True,OK,5,4,1,1,1,0,elevation,0.663,True,OK,5,4,1,1,1,0,topology_pfaf,0.663,True,OK,5,4,1,1,1,0,topology_pfaf,0.663,True,OK,5,4,1,1,1,0,topology_pfaf,0.663,True,OK,5,4,1,1,1,0,elevdef,0.663,True,OK,5,4,1,1,1,0,area50,0.663,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7251006,9,329.2,mixed,1,1,False,elevation,0.615,True,OK,5,4,1,1,1,0,topology_pfaf,0.615,True,OK,5,4,1,1,1,0,topology_pfaf,0.615,True,OK,5,4,1,1,1,0,topology_pfaf,0.615,True,OK,5,4,1,1,1,0,topology_pfaf,0.615,True,OK,5,4,1,1,1,0,topology_pfaf,0.615,True,OK,5,4,1,1,1,0,elevdef,0.615,True,OK,5,4,1,1,1,0,area50,0.495,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7252020,9,87.2,low,1,1,False,topology_pfaf,0.795,True,OK,5,4,1,1,1,0,topology_pfaf,0.795,True,OK,5,4,1,1,1,0,topology_pfaf,0.795,True,OK,5,4,1,1,1,0,topology_pfaf,0.795,True,OK,5,4,1,1,1,0,topology_pfaf,0.795,True,OK,5,4,1,1,1,0,topology_pfaf,0.795,True,OK,5,4,1,1,1,0,elevdef,0.478,True,OK,1,8,1,1,1,0,area50,0.478,True,OK,1,8,1,1,1,0,True,0,True,valid_T600,3,stable
7252030,9,86.9,low,1,1,False,topology_pfaf,0.688,True,OK,5,4,1,1,1,0,topology_pfaf,0.688,True,OK,5,4,1,1,1,0,topology_pfaf,0.688,True,OK,5,4,1,1,1,0,topology_pfaf,0.688,True,OK,5,4,1,1,1,0,topology_pfaf,0.688,True,OK,5,4,1,1,1,0,topology_pfaf,0.688,True,OK,5,4,1,1,1,0,elevdef,0.688,True,OK,5,4,1,1,1,0,area50,0.329,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7252070,9,139.0,low,1,1,False,topology_pfaf,0.422,True,OK,5,4,1,1,1,0,topology_pfaf,0.422,True,OK,5,4,1,1,1,0,topology_pfaf,0.422,True,OK,5,4,1,1,1,0,topology_pfaf,0.422,True,OK,5,4,1,1,1,0,topology_pfaf,0.422,True,OK,5,4,1,1,1,0,topology_pfaf,0.422,True,OK,5,4,1,1,1,0,elevdef,0.687,True,OK,7,2,1,1,1,0,area50,0.422,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7253020,9,193.4,low,1,1,False,topology_pfaf,0.497,True,OK,1,8,1,1,1,0,topology_pfaf,0.497,True,OK,1,8,1,1,1,0,topology_pfaf,0.497,True,OK,1,8,1,1,1,0,topology_pfaf,0.497,True,OK,1,8,1,1,1,0,topology_pfaf,0.497,True,OK,1,8,1,1,1,0,topology_pfaf,0.497,True,OK,1,8,1,1,1,0,elevdef,0.497,True,OK,1,8,1,1,1,0,area50,0.497,True,OK,1,8,1,1,1,0,True,0,True,valid_T600,3,stable
7253030,9,261.3,low,1,1,False,topology_pfaf,0.808,True,OK,5,4,1,1,1,0,topology_pfaf,0.808,True,OK,5,4,1,1,1,0,topology_pfaf,0.808,True,OK,5,4,1,1,1,0,topology_pfaf,0.808,True,OK,5,4,1,1,1,0,topology_pfaf,0.808,True,OK,5,4,1,1,1,0,topology_pfaf,0.808,True,OK,5,4,1,1,1,0,elevdef,0.808,True,OK,5,4,1,1,1,0,area50,0.44,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7253042,9,143.2,low,1,1,False,topology_pfaf,0.878,True,OK,5,4,1,1,1,0,topology_pfaf,0.878,True,OK,5,4,1,1,1,0,topology_pfaf,0.878,True,OK,5,4,1,1,1,0,topology_pfaf,0.878,True,OK,5,4,1,1,1,0,topology_pfaf,0.878,True,OK,5,4,1,1,1,0,topology_pfaf,0.878,True,OK,5,4,1,1,1,0,elevdef,0.357,True,OK,3,6,1,1,1,0,area50,0.357,True,OK,3,6,1,1,1,0,True,0,True,valid_T600,3,stable
7253061,9,163.8,low,1,1,False,topology_pfaf,0.313,True,OK,3,6,1,1,1,0,topology_pfaf,0.313,True,OK,3,6,1,1,1,0,topology_pfaf,0.313,True,OK,3,6,1,1,1,0,topology_pfaf,0.313,True,OK,3,6,1,1,1,0,topology_pfaf,0.313,True,OK,3,6,1,1,1,0,topology_pfaf,0.313,True,OK,3,6,1,1,1,0,elevdef,0.606,True,OK,7,2,1,1,1,0,area50,0.509,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
7253062,9,327.2,mixed,1,1,False,elevation,0.505,True,OK,5,4,1,1,1,0,topology_pfaf,0.505,True,OK,5,4,1,1,1,0,topology_pfaf,0.505,True,OK,5,4,1,1,1,0,topology_pfaf,0.505,True,OK,5,4,1,1,1,0,topology_pfaf,0.505,True,OK,5,4,1,1,1,0,topology_pfaf,0.505,True,OK,5,4,1,1,1,0,elevdef,0.505,True,OK,5,4,1,1,1,0,area50,0.505,True,OK,5,4,1,1,1,0,True,0,True,valid_T600,3,stable
